Date;Pre-Prod No.;Product Code;Category;New Mould/ Client or Product;Status;Project Description;Client;Sales Rep;Unit Order No;Order Qty x1000;Product Material Colour (tube,jar etc.);Length;Material;Orifice;Diameter;Tube Shoulder colour;Cap/Lid Colour;Cap/Lid Diameter;Cap/Lid style;Cap/Lid Material;Other Cap/Lid info; Dust Controlled Area;Artwork required;Artwork Received;Ordered Plates;Plates Arrived;Sent on Trial;Trial approved;Machine;Comments;Weeks Taken (or parts thereof);Open or closed;Completion date;Project Age (Days taken Open Projects);Age Category;Project Age (Open and Closed);Proof Approved (Conventional);Proof Approved (Digital);Masterbatch requested;Masterbatch received;Injection trial requested;Injection trial received;Blowmould trial requested;Blowmould trial received;Extrusion requested;Extrusiuon received;Digital trial sent;Digital trial received (actual dates have replaced crosses for latest trials);Year;Month;Month Name
2018-09-13;14077;;Jar;;No order;Epimax lid Orange (sent1585cORG045  / 2025c  ORG056 and ORG040);Peppina;Karen;;;;;;;;;Orange;;;;;;;1900-01-00;-;-;;;INJECTION;;25;Closed;2019-03-01;;;;;;;;;;;;;;;;;;,
2018-09-17;14078;C50TBTCT060F;Tube and Cap;;Order (a/w);Unwind Milk Body Scrub - 200ml;CT Toiletry Co;Rob;143238/8;5;Natural;151;LDPE;6;50;Natural;White;50;A;PP;;;X;2018-08-21;2019-02-06;2019-02-08;;;DUBUIT;;29;Closed;2019-04-02;;;;;;;;;;;;;;;;;;,
2018-09-13;14079;JCONTARC088F;Other;;Order (a/w);BBTSPF24 French Blue Tech FL/Body Small White Assy - Sleeved and Labelled;Arch Water;Nicole;146924/4;8,6;White;;HDPE;;;;White;;;PP;;;X;1900-01-00;-;-;;;BLOWMOULD;;8;Closed;2018-11-02;;;;;;;;;;;;;;;;;;
2018-09-13;14080;JCONTARC089F;Other;;Order (a/w);FGBB12 French Blue Tech FL/Body Small White Assy - Sleeved and Labelled;Arch Water;Nicole;146925/4;11;White;;HDPE;;;;White;;;PP;;;X;1900-01-00;-;-;;;BLOWMOULD;;8;Closed;2018-11-02;;;;;;;;;;;;;;;;;;,
2018-09-13;14081;JCONTARC090F;Other;;Order (a/w);FGSPF French Marine Floater Body Small White Assembly -Sleeved and Labelled;Arch Water;Nicole;146928/3;28,8;White;;HDPE;;;;White;;;PP;;;X;1900-01-00;-;-;;;BLOWMOULD;;8;Closed;2018-11-02;;;;;;;;;;;;;;;;;;
2018-09-13;14082;JCONTARC099F;Other;;Order (a/w);FMLBF French Marina Floater Body Large White Assembly - Sleeved and Labelled;Arch Water;Nicole;146938/2;17,7;White;;HDPE;;;;White;;;PP;;;X;1900-01-00;-;-;;;BLOWMOULD;;8;Closed;2018-11-02;;;;;;;;;;;;;;;;;;
2018-09-13;14083;JCONTARC091F;Other;;Order (a/w);BTSPF French Blue Tech Floaater Body Small White Assembly - Sleeved and Labelled;Arch Water;Nicole;146930/3;13,2;White;;HDPE;;;;White;;;PP;;;X;1900-01-00;-;-;;;BLOWMOULD;;8;Closed;2018-11-02;;;;;;;;;;;;;;;;;;
2018-09-13;14084;JCONTARC092F;Other;;Order (a/w);FGBC12 French Blue Tech Floater Body Small White Assembly - Sleeved and Labelled;Arch Water;Nicole;146933/1;10,04;White;;HDPE;;;;White;;;PP;;;X;1900-01-00;-;-;;;BLOWMOULD;;8;Closed;2018-11-02;;;;;;;;;;;;;;;;;;
2018-09-13;14085;JCONTARC093F;Other;;Order (a/w);FHTHC24 French Blue Tech Floater Body Small White Assembly - Sleeved and Labelled;Arch Water;Nicole;146935/0;5,1;White;;HDPE;;;;White;;;PP;;;X;1900-01-00;-;-;;;BLOWMOULD;;8;Closed;2018-11-02;;;;;;;;;;;;;;;;;;
2018-09-13;14086;JCONTARC094F;Other;;Order (a/w);FSPF French Marina Floater Body Small White Assembly - Sleeved and Labelled;Arch Water;Nicole;146929/4;43,4;White;;HDPE;;;;White;;;PP;;;X;1900-01-00;-;-;;;BLOWMOULD;;8;Closed;2018-11-02;;;;;;;;;;;;;;;;;;
2018-09-13;14087;JCONTARC095F;Other;;Order (a/w);ESPF Fi-Clor Mini- Buoy Floater Body Small white Assembly - Sleeved;Arch Water;Nicole;146931/2;10,04;White;;HDPE;;;;White;;;PP;;;X;1900-01-00;-;-;;;BLOWMOULD;;46;Closed;2019-07-25;;;;;;;;;;;;;;;;;;
2018-09-13;14088;JCONTARC097F;Other;;Order (a/w);FGMB12 French German Marina Floater Body Small White Assembly - Sleeved and Labelled;Arch Water;Nicole;146936/2;23,04;White;;HDPE;;;;White;;;PP;;;X;1900-01-00;-;-;;;BLOWMOULD;;8;Closed;2018-11-02;;;;;;;;;;;;;;;;;;
2018-09-13;14089;JCONTARC096F;Other;;Order (a/w);FMBF French Marina Floater Body Small White Assembly - Sleeved and Labelled;Arch Water;Nicole;146934/2;32,5;White;;HDPE;;;;White;;;PP;;;X;1900-01-00;-;-;;;BLOWMOULD;;8;Closed;2018-11-02;;;;;;;;;;;;;;;;;;
2018-09-13;14090;JCONTARC098F;Other;;Order (a/w);PSPF Polish Floater Body Small White Assembly - Sleeved and Labelled;Arch Water;Nicole;146937/4;41,4;White;;HDPE;;;;White;;;PP;;;X;1900-01-00;-;-;;;BLOWMOULD;;8;Closed;2018-11-02;;;;;;;;;;;;;;;;;;
2018-09-17;14091;C50TBTCT061F;Tube and Cap;;Order (a/w);Unwind Cashmere Body Scrub - 200ml;CT Toiletry Co;Rob;143237/8;5;Natural;151;LDPE;6;50;Natural;White;50;A;PP;;;X;2018-08-21;2019-02-06;2019-02-08;;;DUBUIT;;29;Closed;2019-04-02;;;;;;;;;;;;;;;;;;,
2018-09-17;14092;C50TBTCT059F;Tube and Cap;;Order (a/w);Unwind Cashmere Nourishing Body Butter - 200ml;CT Toiletry Co;Rob;143503/8;5;Grey 434c;151;LDPE;10;50;Natural;White;48;F/T B/O;PP;;;X;2018-08-21;2019-02-06;2019-02-08;;;DUBUIT;;29;Closed;2019-04-02;;;;;;;;;;;;;;;;;;,
2018-09-17;14093;C40TBTCT035F;Tube and Cap;;Order (a/w);Unwind Silk Hand and Nail 100ml;CT Toiletry Co;Rob;152291/1;5;Pink 5025c;120;LDPE;10;40;Natural;White;38;F/T B/O;PP;;;X;2018-08-21;2019-02-06;2019-02-08;;;DUBUIT;;38;Closed;2019-06-06;;;;;;;;;;;;;;;;;;,
2018-09-17;14094;;Tube and Cap;;No order (a/w);Unwind Cashmere Hand and Nail 100ml;CT Toiletry Co;Rob;;;Grey 434c;120;LDPE;10;40;Natural;White;38;F/T B/O;PP;;;X;2018-08-21;2019-02-06;2019-02-08;;;DUBUIT;;127;Closed;2021-02-15;;;;;;;;;;;;;;;;;;,
2018-09-17;14095;;Tube and Cap;;No order (a/w);A Aloe Mens Range 100ml (Blue 7472 ," 7545 ,  7544 ,  548 ,  651 );ZA Natural Care;Rob;;;Blue;150;Coex;4;35;Blue;Blue;35;A;PP;Foil Seal;;X;1900-01-00;-;-;;;DUBUIT;;127;Closed;2021-02-15;;;;;;;;;;;;;;;;;;"
2018-09-17;14096;C0060JUS002F;PET;;Order;Justine Tissue Oil SPF25 60ml ITW14697;Justine;Linda;152837/1;20;Natural;;PET;;;;;;;;;;;2018-09-03;2018-10-12;2018-10-16;;;;;45;Closed;2019-07-23;;;;;;;;;;;;;;;;;;,
2018-09-19;14097;;Digital Laminate;;No order (a/w);New Youth Medium 50ml;Rolfe Lab.;Wayne;;;White;130;PBL;2;35;White;White;35;A;PP;Foil Seal;;X;1900-01-00;-;-;;;DIGITAL ;;44;Closed;2019-07-23;;;;;;;;;;;;;;;;;;,
2018-09-19;14098;;Digital Laminate;;No order (a/w);New Youth Light 50ml;Rolfe Lab.;Wayne;;;White;130;PBL;2;35;White;White;35;A;PP;Foil Seal;;X;1900-01-00;-;-;;;DIGITAL ;;44;Closed;2019-07-23;;;;;;;;;;;;;;;;;;,
2018-09-19;14099;C40TBSHZ106F;Tube and Cap;;Order (a/w);She'zen Perfecting Cream SPF30 For Hands 75ml;SH'zen;Wayne;147022/0;10;White;100;COEX;10;40;Natural;Peach;38;F/T B/O;PP;Fugi Sleeve;;X;1900-01-00;-;-;;;HK;;2;Closed;2018-10-01;;;;;;;;;;;;;;;;;;,
2018-09-20;14100;C35LTCHR013F;Digital Laminate;;Order (a/w);Life Is Beautiful 50ml;Charisma Candles;Rob;147063/0;2,6;White;85;PBL;4;35;White;None;;;;Foil Seal;;X;1900-01-00;-;-;;;DIGITAL ;;5;Closed;2018-10-19;;;;;;;;;;;;;;;;;;
2018-09-20;14101;C35LTCHR012F;Digital Laminate;;Order (a/w);Start Everyday Like its Your Birthday - 50ml;Charisma Candles;Rob;147060/0;2,6;White;85;PBL;4;35;White;None;;;;Foil Seal;;X;1900-01-00;-;-;;;DIGITAL ;;5;Closed;2018-10-19;;;;;;;;;;;;;;;;;;
2018-09-20;14102;;Tube and Cap;;No order (a/w);Black Tube 65ml (Cancelled);Catwalk;Rob;;;Black;120;LDPE;10;35;Natural;Black;33;F/T B/O;PP;;;X;1900-01-00;-;-;;;Extrusion;;7;Closed;2018-11-02;;;;;;;;;;;;;;;;;;,
2018-09-21;14103;C35LTSAA031F;Digital Laminate;;Order (a/w);GS Nourish & Florish Shea Butter & Vanilla Orchid Hand Cream - 60ml;Saradox;Wayne;147122/3;3,5;Silver;120;ABL Silver;4;35;White;None;;;;;;X;1900-01-00;-;-;;;DIGITAL ;;7;Closed;2018-11-02;;;;;;;;;;;;;;;;;;
2018-09-21;14104;C50TBJUS190F;Tube and Cap;;Order (a/w);Oil Control Deep Cleansing Face Wash 200ml;Justine;Linda;147123/0;5,1;Tnt Blue 306c;160;Coex;10;50;Natural;Tnt Blue 306c;48;F/T B/O;PP;Fugi Sleeve;;X;2018-09-12;2018-10-31;2018-11-01;;;Dubuit;;10;Closed;2018-11-26;;;;;;;;;;;;;;;;;;
2018-09-21;14105;C35LTSAA032F;Digital Laminate;;Order (a/w);GS Nourish & Florish Shea Butter & Vanilla Orchid Hand Cream - 75ml;Saradox;Wayne;147125/2;3,3;White;125;PBL;10;35;White;Black;33;F/T B/O;PP;;;X;1900-01-00;-;-;;;DIGITAL ;;4;Closed;2018-10-18;;;;;;;;;;;;;;;;;;
2018-09-21;14106;C30TBJUS067F;Tube and Cap;;Order (a/w);Body Balance Hydrating Hand Cream - 50ml;Prime Products;Linda;149190/1;5,1;White;110;Coex;4;30;White;Blue 281c;30;A;PP;;;X;2018-09-07;2018-10-09;2018-10-12;;;HK;;18;Closed;2019-01-22;;;;;;;;;;;;;;;;;;
2018-09-21;14107;;Tube and Cap;;No order (a/w);SMFM Even Tone Face Cream 50ml (SSWFO);Prime Products;Linda;;;Dk Blue;90;Coex;10;35;Natural;Dk Blue;33;F/T B/O;PP;Fuji Sleeve;;X;2018-09-12;2018-11-21;2018-11-23;;;Dubuit;;44;Closed;2019-07-23;;;;;;;;;;;;;;;;;;,
2018-09-21;14108;C50TBPHM004F;Tube and Cap;;Order (a/w);Eat Naked Creamed Raw Honey Tube 250g;Pharmamark;Karen;147135/1;15;Yellow 143c;160;Coex;10;50;Yellow;Brown 476;50;A;PP;Foil Seal;;X;2018-09-21;2018-10-08;2018-10-10;;;Dubuit;;44;Closed;2019-07-23;;;;;;;;;;;;;;;;;;,
2018-09-25;14109;C35LTART000F;Digital Laminate;;Order (a/w);Kale Algea & Vitamin C Moss 50ml;Artplus;Rob;147153/0;2,5;White;100;ABL White;4;35;White;None;;;;Foil Seal;;X;1900-01-00;-;-;;;DIGITAL ;;44;Closed;2019-07-23;;;;;;;;;;;;;;;;;;
2018-09-25;14110;C35LTART001F;Digital Laminate;;Order (a/w);Kale Algea & Alfalfa Broccoli - 50ml;Artplus;Rob;147154/1;2,5;White;100;ABL White;4;35;White;None;;;;Foil Seal;;X;1900-01-00;-;-;;;DIGITAL ;;7;Closed;2018-11-12;;;;;;;;;;;;;;;;;;
2018-09-25;14111;;Tube and Cap;;No order (a/w);A Aloe Sunscreen 100ml ( Yellow1485 ," 1355 ,  458 ) (ITW14095);ZA Natural Care;Rob;;;Yellow;150;Coex;4;35;Yellow;Yellow;35;A;PP;Foil Seal;;X;1900-01-00;-;-;;;Dubuit;;125;Closed;2021-02-15;;;;;;;;;;;;;;;;;;"
2018-09-26;14112;C0500SHI000F;PET;;Order (a/w);Shield Engine Cleaner Solvent Based 500ml;Shield Chemicals;Warren;148788/4;9;Natural;;PET;;;;;;;;;;X;2018-09-26;2018-11-05;2018-11-06;;;;;20;Closed;2019-02-07;;;;;;;;;;;;;;;;;;,
2018-09-26;14113;C0500SHI001F;PET;;Order;Shield Engine Cleaner Water Based 500ml;Shield Chemicals;Warren;149864/2;45;Natural;;PET;;;;;;;;;;;2018-09-26;2018-11-05;2018-11-06;;;;;3;Closed;2018-10-10;;;;;;;;;;;;;;;;;;,
2018-09-26;14114;C0500SHI003F;PET;;Order (a/w);Midas Engine Cleaner Water Based 500ml;Shield Chemicals;Warren;148783/3;7,5;Natural;;PET;;;;;;;;;;X;2018-09-26;2018-11-05;2018-11-06;;;;;18;Closed;2019-01-23;;;;;;;;;;;;;;;;;;
2018-09-26;14115;C0500SHI002F;PET;;Order (a/w);Midas Engine Cleaner Solvent Based 500ml;Shield Chemicals;Warren;148782/3;6;Natural;;PET;;;;;;;;;;X;2018-09-26;2018-11-05;2018-11-06;;;;;20;Closed;2019-02-07;;;;;;;;;;;;;;;;;;,
2018-09-27;14116;C40TBJUS148F;Tube and Cap;;Order (a/w);Justine Oil Control Menthol Mud Mask 150ml;Prime Products;Linda;147223/0;5,1;Blue 3005;160;COEX;10;40;Natural;Blue 3005c;38;F/T B/O;PP;Fugi Sleeve;;X;2018-09-12;2018-11-01;2018-11-05;;;DUBUIT;;8;Closed;2018-11-20;;;;;;;;;;;;;;;;;;
2018-09-28;14117;C25LTSTD007F;Digital Laminate;;Order;25x140/4 ABL Silver - 50ml;Catwalk;Rob;147259/1;2,5;Silver;140;ABL Silver;4;25;White;Black;25;A;PP;;;;1900-01-00;-;-;;;DIGITAL ;;2;Closed;2018-10-05;;;;;;;;;;;;;;;;;;
2018-09-28;14118;C35LTCRE016F;Digital Laminate;;Order (a/w);Belle Maison Juniper H&N Cream - 65ml ;Creighton Prod.;Wayne;147306/0;5;White;110;PBL;4;35;White;None;;;;Foil Seal;;X;2018-09-10;2018-10-16;2018-10-22;;;HK;;9;Closed;2018-11-29;;;;;;;;;;;;;;;;;;,
2018-09-28;14119;C35LTCRE017F;Digital Laminate;;Order (a/w);Belle Maison Geranium H&N Cream - 65ml;Creighton Prod.;Wayne;147310/1;5;White;110;PBL;4;35;White;None;;;;Foil Seal;;X;2018-09-10;2018-10-16;2018-10-23;;;HK;;9;Closed;2018-11-29;;;;;;;;;;;;;;;;;;,
2018-09-28;14120;C35LTCRE018F;Digital Laminate;;Order (a/w);Belle Maison Neroli H&N Cream - 65ml ;Creighton Prod.;Wayne;147316/0;5;White;110;PBL;4;35;White;None;;;;Foil Seal;;X;2018-09-10;2018-10-16;2018-10-22;;;HK;;9;Closed;2018-11-29;;;;;;;;;;;;;;;;;;,
2018-10-01;14121;C50TBSTD082F;Tube and Cap;;Order;50x160/10 Coex Natural Unptd Tube - 200ml;Rain Africa;Rob;147327/0;5;Natural;160;COEX;10;50;Natural;Natural;48;F/T B/O;PP;Fuji Sleeve;;;1900-01-00;-;-;;;EXTRUSION;;-6;Closed;2018-08-25;;;;;;;;;;;;;;;;;;,
2018-10-01;14122;C0400STD007F;PET;;Order;400ml Boston Round (Afriplex) 27g Bottle - 410 Neck;Impo Distributors;Wayne;147117/3;10;Natural;;PET;;;;;;;;;;;1900-01-00;-;-;;;;;43;Closed;2019-07-24;;;;;;;;;;;;;;;;;;,
2018-10-01;14123;C40LTART000F;Digital Laminate;;Order (a/w);Nept SPF50+ Sunscreen Lotion - 100ml;Artplus;Rob;147383/0;2,5;White;120;PBL;10;40;White;White;38;F/T B/O;PP;Fuji Sleeve;;X;1900-01-00;-;-;;;DIGITAL ;;7;Closed;2018-11-15;;;;;;;;;;;;;;;;;;
2018-10-01;14124;C0050ZET005F;Bottle;;Order;Sun Protect Parallel R/O Bottle - 50ml Prl Blue;Zeta Laboratories;Wayne;147380/0;20;Prl Blue;;HDPE;;;;;;;;;;;1900-01-00;-;-;;;BLOWMOULD;;2;Closed;2018-10-10;;;;;;;;;;;;;;;;;;,
2018-10-01;14125;CCAPRZET007F;Cap;;Order;Sun Protect Domed B/Ball R/O Cap - Prl Orange;Zeta Laboratories;Wayne;147381/0;20;;;;;;;Prl Orange;;;PP;;;;1900-01-00;-;-;;;INJECTION;;2;Closed;2018-10-11;;;;;;;;;;;;;;;;;;,
2018-10-02;14126;C50TBGLE000F;Tube and Cap;;Order (a/w);Demelan Daily Face Wash 120ml;Glenmark Pharmaceuticals;Linda;147379/0;10;White;120;Coex;10;50;White;White;48;F/T B/O;PP;Fuji Sleeve;;X;2018-09-28;2018-10-09;2018-10-12;;;HK;;8;Closed;2018-11-21;;;;;;;;;;;;;;;;;;,
2018-10-03;14127;C40LTAVR057F;Digital Laminate;;Order (a/w);Pink Diamond Hand Cream  - 100ml;AVROY SHLAIN;Linda;147794/0;30,4;White;120;PBL;10;40;White;White;38;F/T B/O;PP;Fuji Sleeve;;X;1900-01-00;-;-;;;DIGITAL ;;9;Closed;2018-11-29;;;;;;;;;;;;;;;;;;
2018-10-03;14128;;Tube and Cap;;No order (a/w);CRT Youth Gel - 75ml SSWFO;Prime Products;Linda;;;Blue 10249;120;COEX;10;35;Natural;Blue 10249;33;F/T B/O;PP;Fuji Sleeve;;X;2018-10-02;2018-10-12;2018-10-17;;;DUBUIT;;42;Closed;2019-07-23;;;;;;;;;;;;;;;;;;,
2018-10-04;14129;;PET;;No order;100ml Glycerine PET Bottle - Drawing (Diamond Shape removed);Bowler PET;Rob;;;Natural;;PET;;;;;;;;;;;1900-01-00;-;-;;;;;42;Closed;2019-07-23;;;;;;;;;;;;;;;;;;,
2018-10-04;14130;C30TBSTD012F;Tube and Cap;;Order;Plain Nozzle Tube & Cap - 75ml;L'Oreal;Warren;147453/0;1;White;160;COEX;2,26;30;White;White;;Noz;PP;;;;1900-01-00;-;-;;;EXTRUSION;;42;Closed;2019-07-23;;;;;;;;;;;;;;;;;;
2018-10-08;14131;C5000TOR000F;PET;;Order;Torq  5lt Black (must be run in regrind));Torq Industries;Warren;147590/0;5;Black;;HDPE;;;;;;;;;;;1900-01-00;-;-;;;;;42;Closed;2019-07-24;;;;;;;;;;;;;;;;;;,
2018-10-08;14132;CCAPSTOR000F;Cap;;Order;Ratchet Cap 38mm - Wadded (EPE Liner) - HDPE Green ;Torq Industries;Warren;147591/4;5;;;;;;;Green;;;HDPE;;;;1900-01-00;-;-;;;INJECTION;;7;Closed;2018-11-23;;;;;;;;;;;;;;;;;;,
2018-10-08;14133;C0300RGP000F;PET;;Order (a/w);300ml Amber - Kids Bubblebath - Labelled 24/410 neck;RG Cosmetics;Rob;147487/6;10;Amber;;PET;;;;;;;;;;X;1900-01-00;-;-;;;;;23;Closed;2019-03-13;;;;;;;;;;;;;;;;;;,
2018-10-08;14134;C0300RGP001F;PET;;Order (a/w);300ml Amber - Kids Shampoo - Labelled 24/410 neck;RG Cosmetics;Rob;147489/3;10;Amber;;PET;;;;;;;;;;X;1900-01-00;-;-;;;;;23;Closed;2019-03-13;;;;;;;;;;;;;;;;;;,
2018-10-08;14135;C25LTLAN000F;Digital Laminate;;Order (a/w);Lanolab 19g (30ml);Zhauns;Rob;147736/3;2,5;White;100;PBL;4;25;White;Black;25;A;PP;Foil Seal;;X;1900-01-00;-;-;;;DIGITAL ;;6;Closed;2018-11-16;;;;;;;;;;;;;;;;;;
2018-10-09;14136;CLIDSQUA000F;Cap;;Order;350 PJ Lid Drk Brown;Quality Products;Wayne;147990/0;10;;;;;;;Brown;;;PP;;;;1900-01-00;-;-;;;INJECTION;;4;Closed;2018-10-31;;;;;;;;;;;;;;;;;;,
2018-10-09;14137;C0050BRI011F;PET;;Order;OSH Body Lotion/Wash 8gm 50ml PET Bottle;Canway;Mark K;147041/2;50;Natural;;PET;;;;;;;;;;;1900-01-00;-;-;;;;;69;Closed;2020-01-30;;;;;;;;;;;;;;;;;;,
2018-10-09;14138;;PET;;No order;Medical Round PET 100ml - Drawing;GSK;Warren;;;Natural;;PET;;;;;;;;;;;1900-01-00;-;-;;;;;42;Closed;2019-07-24;;;;;;;;;;;;;;;;;;,
2018-10-09;14139;;PET;;No order;Medical Round PET 60ml - Drawing;GSK;Warren;;;Natural;;PET;;;;;;;;;;;1900-01-00;-;-;;;;;42;Closed;2019-07-24;;;;;;;;;;;;;;;;;;,
2018-10-09;14140;;Bottle;;No order;1.5lt Bleach White HDPE Bottle trial;Albion Chemicals;Warren;;;White;;HDPE;;;;;;;;;;;1900-01-00;-;-;;;BLOWMOULD;;123;Closed;2021-02-12;;;;;;;;;;;;;;;;;;,
