CapMat
11 Noz (PP H713-06)
22 F/T S/O (PP H707_12)
22A  (PP H510_02)
24A  (PP H510_02)
25A  (PP H510_02)
30A  (PP H510_02)
30B  (PP H510_02)
33F/T B/O (2mm Orifice) (ADVANCE150)
33F/T B/O (4mm Orifice) (ADVANCE150)
35 F/T  (PP H707_12)
35A  (PP H510_02)
35B  (PP H510_02)
38A  (PP H510_02)
38B (PP 510_02)
38F/T B/O (2mm Orifice) (ADVANCE150)
38F/T B/O (4mm Orifice) (ADVANCE150)
38F/T B/O (4mm Orifice) (PP H713_06)
40A  (PP H510_02)
40B  (PP H510_02)
40FT  (PP H707_12)
48/4  (PP H707_12)
48F/T B/O (2mm Orifice) (PP H713_06)
48F/T B/O (4mm Orifice) (PP H713_06)
50A (PP H510_02)
50B (PP H510_02)
HD / LD
HDPE
LD / PE Blend
PP
PP C790-90
PP/HDPE
Rose cap ShZen (PP H713_07)
