Pre-Prod No.;Client;Description;Date Sent on Proof;Proof Approved (Digital);Size of Eyemark;Artwork Received;Revised Artwork After Trialling;comments;
20043;Aloe Ferox;Aloe Ferox Cleansing Cream 50ml;05.11.24;06.11.2024;8X3;05.11.2024;;;
20044;Aloe Ferox;Aloe Ferox Facial Mask 50ml;05.11.24;06.11.2024;8X3;05.11.2024;;;
20052;Kool a Sun;Kool a Sun SPF50;11.05.24;06.12.2024;8X3;01.11.2024;;;
19368;Rain Africa;Tube 35x110/4 ABL Silver With Seal Block;11.11.24;12.11.2024;8X3;29.02.2024;;;
19926;Blulyte;Blulyte Sunscreen 75ml;13.11.24;Cancelled;8X3;13.11.2024;;Cancell;
20073;PD Pharma;U- Derm Healing Foot Cream 50g;19.11.24;26.11.2024;8X3;13.11.2024;;;
20078;Bio Earth Man.;Medis podo Foot Cream 100ml;21.11.24;22.11.2024;8X3;15.11.2024;;;
20062;Sekuchem;Creative Paste 70ml;21.11.24;20.02.2025;8X3;07.11.2024;;;
20063;Sekuchem;Stix 70ml;21.11.24;20.02.2025;8X3;07.11.2024;;;
20093;Saradox;G/S In Good Hands Hand Cream 75ml;26.11.24;27.11.2024;8X3;22.11.2024;;;
20095;Indigo Cosmetics;Hoity Toity Amour Hand Cream 75ml;27.11.24;Cancelled;8X3;21.11.2024;;;
20076;Skintelligent;Skintelligent Polish 50ml;28.11.24;15.01.2025;8X3;14.11.2024;;;
20077;Skintelligent;Skintelligent Cleanse 150ml;28.11.24;15.01.2025;8X3;14.11.2024;;;
20112;Platinum Branding;Ackermans Vitamin C Hand Cream 50ml;24.02.25;25.02.2025;8X3;24.02.2025;24.02.2025;Artwork revised after trial;
20113;Platinum Branding;Ackermans Moisturising Hand Cream 50ml;24.02.25;25.02.2025;8X3;24.02.2025;24.02.2025;Artwork revised after trial;
20111;Silverlab;RX Med 75ml (samples only);05.12.24;09.12.2024;8X3;27.11.2024;;;
20130;Innovative Cosmetic Solutions;American Swis Black Diamond Hand Cream For Her - 50ml;16.01.25;17.01.2025;8X3;16.01.2025;17.01.2025;Customer decided to add barcodes after trial;
20131;Innovative Cosmetic Solutions;Sterns Morganite Hand Cream For Her 50ml;16.01.25;17.01.2025;8X3;16.01.2025;17.01.2025;Customer decided to add barcodes after trial;
20132;Down To Earth Skincare CC;Refresh Moisturiser Day & Night 60ml;11.12.24;11.12.2024;8X3;10.12.2024;;;
20133;Down To Earth Skincare CC;Revive Moisturiser Day & Night 60ml;11.12.24;11.12.2024;8X3;10.12.2024;;;
20134;Down To Earth Skincare CC;Clear Skin Gel 100ml;11.12.24;11.12.2024;8X3;10.12.2024;;;
20123;MD Derma;Creamy Cleanser 100ml;11.12.24;08.01.2025;8X3;03.12.2024;;;
20124;The Pexel House (PTY) LTD;Pexel Unforgettable Scent Hand & Nail Cream (Green) 100ml;09.12.24;11.12.2024;8X3;02.10.2024;;;
20125;The Pexel House (PTY) LTD;Pexel Unforgettable Scent Hand & Nail Cream (Lilac ) 100ml;09.12.24;11.12.2024;8X3;02.10.2024;;;
20144;Aerosol & Cosm.;Kaizer Chiefs Exfoliating Face Wash 150ml  ;13.01.25;29.01.2025;8X3;17.01.2025;;;
20145;Aerosol & Cosm.;Kaizer Chiefs Moisturising Cream SPF 10 150ml  ;13.01.25;29.01.2025;8X3;17.01.2025;;;
20146;Aerosol & Cosm.;Kaizer Chiefs Aftershave Balm 150ml  ;13.01.25;29.01.2025;8X3;17.01.2025;;;
20147;Aerosol & Cosm.;Kaizer Chiefs Shaving Cream  150ml  ;13.01.25;29.01.2025;8X3;17.01.2025;;;
20161;Black African Organics;Black African Organics Moisturising SPF30 Sunscreen 75ml;24.01.25;24.01.2025;8X3;13.01.2025;;;
20155;Creighton Prod.;CRLS Gifting Bloom Body Lotion 50ml;27.01.25;11.02.2025;8X3;18.12.2024;;;
20156;Creighton Prod.;CRLS Gifting Bloom Body Wash 50ml;27.01.25;11.02.2025;8X3;18.12.2024;;;
20157;Creighton Prod.;CRLS Gifting Soleil Body Lotion 50ml;27.01.25;11.02.2025;8X3;18.12.2024;;;
20158;Creighton Prod.;CRLS Gifting Soleil Body Wash 50ml;27.01.25;11.02.2025;8X3;18.12.2024;;;
20159;Creighton Prod.;CRLS Gifting Wild Body Lotion 50ml;27.01.25;11.02.2025;8X3;18.12.2024;;;
20160;Creighton Prod.;CRLS Gifting Wild Body Wash 50ml;27.01.25;11.02.2025;8X3;18.12.2024;;;
20163;Serendipity;Zydus Foot Cream 50ml;27.01.25;29.01.2025;8X3;21.01.2025;;;
20167;Benwic Investments Holding;Ackermans Hydrating Hand Cream 50ml;24.02.25;25.02.2025;8X3;24.02.2025;24.02.2025;Artwork revised after trial;
20168;Benwic Investments Holding;Ackermans Rejuvenating Hand Cream 50ml;24.02.25;25.02.2025;8X3;24.02.2025;24.02.2025;Artwork revised after trial;
20174;Innovative Cosmetic Solutions;Clrs Champion Body Wash 50ml;31.01.25;04.02.2025;8X3;27.01.2025;;;
20175;Innovative Cosmetic Solutions;Clrs Athene Hand & Nail Cream 50ml;31.01.25;04.02.2025;8X3;27.01.2025;;;
20176;Innovative Cosmetic Solutions;Clrs Red Carpet Hand & Nail Cream 50ml;31.01.25;04.02.2025;8X3;27.01.2025;;;
20180;Saradox;GS Nurture Exfoliating Scrub 150ml;04.02.25;04.02.2025;8X3;28.01.2025;;;
20181;African Caribean Aloe Products;Curaloe - Aloe Vera Soothing Gel 150ml;05.02.25;11.02.2025;8X3;29.10.2025;;;
20185;Kool a Sun;Perfume Room Sun SPF50 Sunscreen 75ml;05.02.25;10.03.2025;8X3;31.01.2025;;;
20217;Parceval Pharmaceuticals;Chela Preg 150ml;11.02.25;11.02.2025;8X3;11.02.2025;;;
20216;Parceval Pharmaceuticals;Vita E Skin Lotion 150ml;11.02.25;11.02.2025;8X3;11.02.2025;;;
20210;Saradox;Goodstuff ECR Cream Cleanser 150ml;11.02.25;12.02.2025;8X3;30.01.2025;;;
20211;Saradox;GS Bee Natural Cream Cleanser 150ml;11.02.25;12.02.2025;8X3;30.01.2025;;;
20094;Import Export Licence;Eva Glow Toothpaste 75ml;15.05.25;15.05.2025;8X3;15.05.2025;15.05.2025;Customer adjusted artwork after run;
20227;Idexis;Tetracaine Oral Gel 25g 3/4/25 on hold;17.02.25;18.02.2025;8X3;13.02.2025;;;
20231;Eezysun;Eezysun Aftersun Gel 100ml;21.02.25;25.02.2025;8X3;11.02.2025;;;
20232;Eezysun;Eezysun Kids 100ml;21.02.25;25.02.2025;8X3;11.02.2025;;;
20233;Eezysun;Adult Sunscreen 100ml;21.02.25;25.02.2025;8X3;11.02.2025;;;
20230;Blulyte;ULA Skin Exfoliator 50ml;22.05.25;22.05.2025;8X3;22.05.2025;22.05.2025;customer revised artwork after trial;
20251;Mizosys;Eden Perfumes Luxurious Hand Lotion 75ml;26.02.25;27.02.2025;8X3;25.02.2025;;;
20252;Kool a Sun;Sunseeker's Friend SPF50 150ml;05.03.25;10.03.2025;8X3;25.02.2025;;;
20239;Kool a Chem;Flatdog Enrich 125ml  ( 5/3 on hold.);03.04.25;04.04.2025;8X3;03.04.2025;03.04.2025;Artwork revised after trial;
20263;Saradox;GS Here We Glow Again Hand Cream 75ml;03.07.25;07.03.2025;8X3;07.03.2025;;;
20272;A White Natural Products;Teething Gel 15ml;18.03.25;18.03.2025;8X3;11.03.2025;;;
20267;Nutriwoman;HG Removal Cream for Men 125ml;31.03.25;01.04.2025;8X3;28.03.2025;31.03.25;Artwork revised after trial;
20268;Nutriwoman;HG Hair Removal Cream Bikini & Underarm 125ml;31.03.25;01.04.2025;8X3;28.03.2025;31.03.25;Artwork revised after trial;
20269;Nutriwoman;HG Ingrown Hair Serum 50ml;31.03.25;01.04.2025;8X3;28.03.2025;31.03.25;Artwork revised after trial;
20270;Nutriwoman;HG Post Wax Soothing Lotion 50ml;31.03.25;01.04.2025;8X3;28.03.2025;31.03.25;Artwork revised after trial;
20271;Nutriwoman;HG Pre Wax Cleansing Gel 50ml;31.03.25;01.04.2025;8X3;28.03.2025;31.03.25;Artwork revised after trial;
20235;Mom Bod;Mom Bod Stretch Skin Serum 80ml;16.05.25;19.05.2025;8X3;16.05.2025;16.05.2025;Customer asked if we can adjust the mom bod image to be not so prominent;
20277;Willow Soaps (Pty) Ltd;Aloe Range 2-in-1 Facial Exfoliating Mask 100ml;11.04.25;11.04.2025;8X3;10.04.2025;10.04.2025;Customer adjusted the colour after the trial was received;
18106;Bikealot;Ass Magic Sports Cream 100ml;26.03.25;09.04.2025;8X3;26.03.2025;26.03.2025;Artwork revised after trial;
20287;Bio Earth Man.;Le Lube 69ml;01.04.25;04.04.2025;8X3;31.03.2025;;;
20289;Pharmanacity (Pty) Ltd;Rev 5 Natural Muscle Gel 75g;01.04.25;02.04.2025;8X3;04.03.2025;;;
20299;Indigo Cosmetics;Exclamation Perfumed Body Lotion 150ml;08.04.25;06.05.2025;8X3;13.03.2025;;;
20302;Indigo Cosmetics;Exclamation Hand Cream 75ml;04.08.25;06.05.2025;8X3;02.04.2025;;;
20286;Norsouth Trading;Flatdog Little Uns 125ml;15.04.25;23.04.2025;8X3;04.03.2025;;;
20324;A White Natural Products;Teething Gel 15ml expire 6-28;23.04.25;Cancelled;8X3;15.08.2025;;;
20325;A White Natural Products;Teething Gel 15ml expire 8-28;23.04.25;Cancelled;8X3;15.08.2025;;;
20337;Saradox;Saradox Bee Natural Foot Cream - 100ml;30.04.25;30.04.2025;8X3;24.02.2025;;;
20340;BMS Cosmetics;Fino Soothe Hair Removal Crème 125ml;12.05.25;14.05.2025;8X3;07.05.2025;;;
20346;Kool a Sun;Solis Care 150ml (Cindi to Ok Art costs not to be payed as per Rob);20.05.25;20.05.2025;8X3;15.05.2025;;;
20354;Aerosol & Cosm.;WW Longmarket Bergamot H & N Cream 60ml;20.05.25;29.05.2025;8X3;20.05.2025;;;
20355;Aerosol & Cosm.;WW Longmarket Fig H & N Cream 60ml;20.05.25;29.05.2025;8X3;19.05.2025;;;
20365;Creighton Prod.;Bath Delight Strawberry Cupcake Body Wash 60ml;21.05.25;21.05.2025;8X3;16.05.2025;;;
20366;Creighton Prod.;Bath Delight BlueBerry Milkshake Body Wash 60ml;21.05.25;21.05.2025;8X3;16.05.2025;;;
20376;African Caribean Aloe Products;Curaloe Aloe Vera Revlieving Gel 150ml;26.05.25;26.05.2025;8X3;21.05.2025;;;
20378;Aerosol & Cosm.;WW Longmarket Orange Blossom H&N Cream 30ml;26.05.25;29.05.2025;8X3;14.05.2025;;;
20360;Rain Africa;Skincare Exfoliator 50ml;26.05.25;26.05.2025;8X3;26.05.2025;;;
20371;Parceval Pharmaceuticals;Bettaway Aloe Vera Skin Gel 75ml;26.05.25;26.05.2025;8X3;22.05.2025;;;
20372;Bio Earth Man.;Dr Si Folibuild 100ml;26.05.25;27.05.2025;8X3;20.05.2025;;;
20385;M & M Fragrances;M&M Fragrance of Love Hand & Body Moisturising Lotion 100ml;29.05.25;29.05.2025;8X3;27.05.2025;;;
20402;CW Pharmaceuticals;Nutriderm Acne - Solutions Mattifying Hydrator 40ml;29.05.25;03.06.2025;8X3;25.03.2025;;;
20381;Nutriwoman;HairGo Hair Removal Cream Sensitive  50ml;29.05.25;02.06.2025;8X3;16.05.2025;;;
20382;Nutriwoman;Hairgo Hair Removal Cream Sensitive 125ml;29.05.25;02.06.2025;8X3;16.05.2025;;;
20369;Norsouth Trading;Flatdog Extreme 125ml;29.05.25;03.06.2025;8X3;20.05.2025;;;
20377;Totally Wild;Aloe 24 SA 100ml;02.06.25;03.03.1900;8X3;22.05.2025;;;
20401;Import Export Licence;Eva Glow Kids Toothpaste 75ml;09.06.25;09.06.2025;8X3;19.05.2025;;;
20412;Union Swiss;25x145/4 Unprinted PBL Tube and cap (with Eye-Mark) with foil seal 27/6 must change orifice to 6mm;10.06.25;10.06.2025;8X3;06.06.2025;;;
20413;Union Swiss;35x140/8 Unprinted ABL Tube and cap (with Eye-Mark) with foil seal;10.06.25;10.06.2025;8X3;06.06.2025;;;
20414;Union Swiss;35x140/6 Unprinted PBL Tube and cap (with Eye-Mark) with foil seal ;10.06.25;10.06.2025;8X3;06.06.2025;;;
20415;Union Swiss;35x140/8 Unprinted PBL Tube and cap (with Eye-Mark) with foil seal;10.06.25;10.06.2025;8X3;06.06.2025;;;
20419;Canway;OSH Pistachio & Salted Caramel Moisturising H&N Cream 65ml;12.06.25;13.06.2025;8X3;04.06.2025;;;
20420;Canway;OSH Strawberries & Cream Moisturising H&N Cream 65ml;12.06.25;13.06.2025;8X3;04.06.2025;;;
20421;Canway;OSH Viva La Vanilla Moisturising H&N Cream 65ml;12.06.25;13.06.2025;8X3;04.06.2025;;;
20430;Canway;Source Roots Of Nature Magnolia & Orange Blossom Hand Cream 65ml;19.06.25;20.06.2025;8X3;13.06.2025;;;
20431;Canway;Source Roots Of Nature Magnolia & Orange Blossom Body Wash 140ml;19.06.25;20.06.2025;8X3;13.06.2025;;;
20432;Canway;Source Roots Of Nature Magnolia & Orange Blossom Body Lotion 140ml;19.06.25;20.06.2025;8X3;13.06.2025;;;
20433;Aerosol & Cosm.;WW Longmarket Sweet Fig Body Wash 100ml;19.06.25;25.06.2025;8X3;19.06.2025;;;
20443;Canway;OSH Into Midnight Hand Cream Xmas30ml;20.06.25;25.06.2025;8X3;18.06.2025;;;
20440;Canway;OSH Pomegranate & Rosehip Oil Hand Cream 65ml;23.06.25;25.06.2025;8X3;17.06.2025;;;
20441;CW Pharmaceuticals;NexGen Sunscreen Lotion SPF50 50ml;04.07.25;09.07.2025;8X3;04.07.2025;04.07.2025;customer supplied correct barcode;
20442;CW Pharmaceuticals;NexGen Sunscreen Lotion SPF30 100ml;02.07.25;09.07.2025;8X3;02.07.2025;02.07.2025;Proof updated to correct diameter ;
20447;Canway;OSH Lavender Luxury +G12448+G12523;24.06.25;26.06.2025;8X3;19.06.2025;;;
20448;Canway;OSH Moonlight Floral Hand Cream 30ml;24.06.25;26.06.2025;8X3;19.06.2025;;;
20453;Canway;OSH Unicorn Dreams Twinkle Bath Paint 65ml;25.06.25;25.06.2025;8X3;20.06.2025;;;
20454;Creighton Prod.;Clicks Hydrate Firming Creamy Petroleum Jelly 170ml;25.06.25;;8X3;16.04.2025;;;
20461;MBA General Dealers;Maatly Hand & Body Cream 75ml;01.07.25;03.07.2025;8X3;26.06.2025;;;
20348;Eezybrands;Eezysun Nipple Cream 50ml;02.07.25;14.07.2025;8X3;26.06.2025;;;
20349;Eezybrands;Eezysun Baby Bum Cream 50ml;02.07.25;14.07.2025;8X3;26.06.2025;;;
20350;Eezybrands;Eezysun Cradle Cap Cream 50ml;02.07.25;14.07.2025;8X3;26.06.2025;;;
20438;Eezybrands;Eezysun Baby & Kids 50ml;02.07.25;14.07.2025;8X3;26.06.2025;;;
20439;Eezybrands;Eezysun Adult Sunscreen 50ml;02.07.25;14.07.2025;8X3;26.06.2025;;;
20465;Lycoderm;LP50 Ointment 100ml;04.07.25;04.07.2025;8X3;01.07.2025;;;
20222;Izazi Travel;Pure Glow Renewal Face Scrub 4 dec 2025 order cancelled;04.07.25;04.07.2025;8X3;26.06.2025;;;
20475;Canway;OSH Moonlight Floral Hand & Nail Cream 65ml;08.07.25;08.07.2025;8X3;30.06.2025;;;
20491;Saradox;G/Stuff Natural Hand Cream (Gifting) 60ml;14.07.25;14.07.2025;8X3;08.07.2025;;;
20466;Mobivella;All in One Mobility Gel 100ml ;28.07.25;30.07.2025;8X3;28.07.2025;28.07.2025;Customer revised artwork look after trial;
20485;Idexis;Lidocaine Gel  25g;16.07.25;05.09.2025;8X3;16.07.2025;;;
20342;The Bee Shop;Honeysuckle Face Wash - 100ml;17.07.25;21.07.2025;8X3;04.07.2025;;;
20494;Lamicare;Bite and Sting 25g;21.07.25;22.07.2025;8X3;16.07.2025;;;
20499;Bowler CT;Mommies On The Go Hand and Body Cream - 50ml ;22.07.25;23.07.2025;8X3;21.07.2025;;;
20500;Bowler CT;Mommies On The Go Hand Sanitiser - 50ml ;22.07.25;23.07.2025;8X3;21.07.2025;;;
20501;Bowler CT;Mommies On The Go Sunscreen SPF 30 - 50ml ;22.07.25;23.07.2025;8X3;21.07.2025;;;
20506;Botle Buhle;Orijins Femme Care Vein Health Leg Cre'me 100ml;23.07.25;24.07.2025;8X3;08.07.2025;;;
20523;Shanker Brands;Divine Bodies Skin Elixir Face Cream SPF20 50ml;29.07.25;30.07.2025;8X3;24.07.2025;;;
20524;Shanker Brands;Divine Bodies Skin Elixir Deep Cleansing Face Wash 125ml;29.07.25;30.07.2025;8X3;24.07.2025;;;
20525;Afrigold Wellness;Munchie Monster Sweetened Condensed Milk 50g (Order Cancelled);29.07.25;;8X3;28.07.2025;;;
20542;Innovative Cosmetic Solutions;Clicks Always With Precious Hand & Body Lotion 50ml;22.08.25;22.08.25;8X3;21.08.2025;22.08.2025;customer adjusted artwork after trial;
20543;Innovative Cosmetic Solutions;Clicks Amber Glow  Hand & Body Lotion 50ml;22.08.25;22.08.25;8X3;21.08.2025;22.08.2025;customer adjusted artwork after trial;
20544;Innovative Cosmetic Solutions;Clicks Perfectly Pink  Hand & Body Lotion 50ml;22.08.25;22.08.25;8X3;21.08.2025;22.08.2025;customer adjusted artwork after trial;
20537;RG Cosmetics;Inuka Modern Me Lotion 50ml;07.08.25;08.08.2025;8X3;30.07.2025;;;
20538;RG Cosmetics;Inuka Modern Me Body Wash 50ml;07.08.25;08.08.2025;8X3;30.07.2025;;;
20565;Pepper Tree Packaging;French Vanilla Hand & Nail Lotion 50ml;13.08.25;14.08.2025;8X3;31.07.2025;;;
20576;SH'ZEN;Sh'zen Neroli Paradisi Luxury Hand Cream 30ml;13.08.25;14.08.2025;8X3;01.08.2025;;;
20577;SH'ZEN;Sh'zen Saffron Luxury Hand Cream 30ml;13.08.25;14.08.2025;8X3;01.08.2025;;;
20578;SH'ZEN;Sh'zen Solstice Luxury Hand Cream 30ml;13.08.25;14.08.2025;8X3;01.08.2025;;;
20548;Rain Africa;Skin Restore 100ml;13.08.25;14.08.2025;8X3;31.07.2025;;;
20434;Repcillin;High Concentrate 30ml;15.08.25;18.08.2025;8X3;13.08.2025;;;
20435;Repcillin;High Concentrate 50ml;15.08.25;18.08.2025;8X3;13.08.2025;;;
20436;Repcillin;Crocodile Oil 50ml;15.08.25;18.08.2025;8X3;13.08.2025;;;
20437;Repcillin;Crocodile Oil 15ml;15.08.25;18.08.2025;8X3;13.08.2025;;;
20571;Cre'me Classique;Facial Moisturiser 100ml;15.08.25;19.08.2025;8X3;13.08.2025;;;
20598;Inova Pharmaceuticals (Pty)LTD;Norflex Gel 3% 75g;19.08.25;27.08.2025;8X3;06.08.2025;;;
20599;Inova Pharmaceuticals (Pty)LTD;Norflex Gel 5% 75G;19.08.25;27.08.2025;8X3;06.08.2025;;;
20620;Parceval Pharmaceuticals;Chela Preg 150ml;28.08.25;28.08.2025;8X3;25.08.2025;;only got approval on the 03/10;
20631;Lash Care International;SkinLab 50ml;02.09.25;08.09.2025;8X3;27.08.2025;;;
20615;Creighton Prod.;Clicks Hydrate Dry Skin creamy Petrolium Jelly 170ml;02.09.25;;8X3;25.02.2025;;;
20560;Lycoderm;Lycoderm Post procedure Cream - 35ml;05.09.25;15.09.2025;8X3;29.07.2025;;;
20559;Lycoderm;Lycoderm Post procedure Cream 10ml;05.09.25;15.09.2025;8X3;29.07.2025;;;
20617;Prime Products;Konokono Hand Cream 50ml;08.10.25;13.10.2025;8X3;08.10.2025;08.10.2025;;
20639;Proficos;No Grow Female Intimate Hair Remover 90ml;08.09.25;08.09.2025;8X3;01.09.2025;;;
20640;Proficos;No Grow Male Body Hair Remover 90ml;08.09.25;08.09.2025;8X3;01.09.2025;;;
20641;Proficos;No Grow Female Body Hair Remover 90ml;08.09.25;08.09.2025;8X3;01.09.2025;;;
20642;Imana Foods;Imana Korma Curry Paste 170g;09.09.25;15.09.2025;8X3;14.08.2025;;;
20643;Imana Foods;Imana Mature Chedder Cheese Paste 170g;09.09.25;15.09.2025;8X3;14.08.2025;;;
20644;Imana Foods;Imana Mild Curry Paste 170g;09.09.25;15.09.2025;8X3;14.08.2025;;;
20645;Imana Foods;Imana Chakalaka Curry Paste 170g;09.09.25;15.09.2025;8X3;14.08.2025;;;
20646;Imana Foods;Imana Peri Peri Lemon Paste 170g;09.09.25;15.09.2025;8X3;14.08.2025;;;
20647;Imana Foods;Imana Savoury Paste 170g;09.09.25;15.09.2025;8X3;14.08.2025;;;
20648;Imana Foods;Imana Tikka Masala Curry Paste 170g;09.09.25;15.09.2025;8X3;14.08.2025;;;
20649;Imana Foods;Imana Vindaloo Curry Paste 170g;09.09.25;15.09.2025;8X3;14.08.2025;;;
20661;Aloe Ferox;Super Aloe Gel 15ml;11.09.25;18.09.2025;8X3;02.09.2025;;;
20618;GNI;Medirite Lubricating Jelly 50ml;11.09.25;12.09.2025;8X3;15.08.2025;;;
20684;Saradox;Skin Tegrity R/Bos & Vit C Moisturising Face Wash 150ml;15.09.25;16.09.2025;8X3;11.09.2025;;;
20685;Saradox;S/T Rosehip Oil& Hyaluronic Acid Replacement Face Wash 150ml;15.09.25;16.09.2025;8X3;11.09.2025;;;
20665;Cape Kingdom;Buchulife Gel 80g;15.09.25;15.09.2025;8X3;08.09.2025;;;
20686;Cape Kingdom;Buchulife Gel 40g;15.09.25;15.09.2025;8X3;09.09.2025;;;
20664;Elands;Elands SPF40 Sunscreen 100 ml;15.09.25;16.09.2025;8X3;21.08.2025;;;
20656;Parceval Pharmaceuticals;Bettaway Aloe Vera Skin Gel 75ml;17.09.25;26.09.2025;8X3;03.09.2025;;only got approval on the 03/10;
20687;Saradox;GS ECR Hand &Nail Cream 75ml;18.09.25;18.09.2025;8X3;10.09.2025;;;
20699;Zinplex;Zinplex  Sport Cooling Down Cream 100ml;29.10.25;29.10.2025;8X3;29.10.2025;29.10.2025;customer revised artwork after trial;
20700;Zinplex;Zinplex  SportPre-Warm Up Cream 100ml;29.10.25;29.10.2025;8X3;29.10.2025;29.10.2025;customer revised artwork after trial;
20682;Tala Health & Wellness;Aloe Ferox Skin Repair Gel 100ml;30.09.25;23.10.2025;8X3;23.07.2025;;;
20717;Saradox;Skin Tegrity Aloe & Cucumber Facial Wash 150ml;30.09.25;30.09.2025;8X3;19.09.2025;;;
20671;Accolade Labs;Wesson Recovery Cream 100ml;02.10.25;03.10.2025;8X3;29.09.2025;;;
20672;Accolade Labs;Wesson Moisturising Cream 100ml;02.10.25;03.10.2025;8X3;29.09.2025;;;
20673;Accolade Labs;Wesson Multi Purpose Cream 100ml;02.10.25;03.10.2025;8X3;29.09.2025;;;
20674;Accolade Labs;Vitaderm Photo Defence SPF50 Light 50ml;02.10.25;03.10.2025;8X3;29.09.2025;;;
20675;Accolade Labs;Vitaderm Photo Defence Tinted  SPF50 Medium 50ml;02.10.25;03.10.2025;8X3;29.09.2025;;;
20676;Accolade Labs;Vitaderm Photo Defence Tinted  SPF50 Dark 50ml;02.10.25;03.10.2025;8X3;29.09.2025;;;
20677;Accolade Labs;Wessons Hydrating Gel 60ml;02.10.25;03.10.2025;8X3;29.09.2025;;;
20678;Accolade Labs;Wessons Micro Exfoliant 60ml;02.10.25;03.10.2025;8X3;29.09.2025;;;
20679;Accolade Labs;Wessons Enzyme Exfoliant 60ml;02.10.25;03.10.2025;8X3;29.09.2025;;;
20680;Accolade Labs;Wessons Sunscreen SPF30 60ml;02.10.25;03.10.2025;8X3;29.09.2025;;;
20719;Willow Soaps (PTY) Ltd;Matsimela SPA Intensive Hand & Nail Repair  - 100ml;10.10.25;13.10.2025;8X3;10.10.2025;10.10.2025;customer revised artwork after trial;
20728;Saradox;GS Bee Natural Wild Honey Sh/Butter & Van.Yoghurt 75ml;03.10.25;06.10.2025;8X3;29.09.2025;;;
20729;Saradox;GS In Good Hands Cream 75ml;03.10.25;06.10.2025;8X3;29.09.2025;;;
20730;Saradox;GS Nourish & Flourish Hand 75ml;03.10.25;06.10.2025;8X3;29.09.2025;;;
20731;Saradox;G/Stuff Spa Crème Coconut & Vitamin E 60ml;03.10.25;06.10.2025;8X3;29.09.2025;;;
20732;Saradox;G/Stuff Spar Argan Oil & African Shea Butter 60ml;03.10.25;06.10.2025;8X3;29.09.2025;;;
20716;Kool a Sun;Kool a Sun Spf 30 150ml;08.10.25;23.10.2025;8X3;16.09.2025;;;
20718;CT Toiletry Co;Foot Restoration Cream - 118ml;14.10.25;23.10.2025;8X3;10.10.2025;;;
20738;Botle Buhle;Orijins Pleasures Intimate Lubricant for Her 50ml;14.10.25;20.10.2025;8X3;02.10.2025;;;
20753;Innovative Cosmetic Solutions;Bright Side Hand & Nail Cream 50ml;14.10.25;15.10.2025;8X3;10.10.2025;;;
20744;Lycoderm;Skin Renewal Azelaic MediCleanse 35ml;16.10.25;03.11.2025;8X3;01.10.2025;;;
20745;Lycoderm;Skin Renewal Azelaic MediCleanse 150ml;16.10.25;03.11.2025;8X3;01.10.2025;;;
20761;The Perfume Garden;The Perfume Garden My Baccarat Hand Cream 75ml;23.01.26;26.01.2026;8X3;23.01.2026;23.01.2026;Customer revised artwork ;
20764;Proficos;Sun Care + After Sun Lotion Cooling Effects 150ml;22.10.25;24.10.2025;8X3;14.10.2025;;;
20756;Alcopac;Assegaai Lubricating Gel Ultra Extra Thick 85ml;17.12.25;16.01.2026;8X3;17.12.2025;17.12.2025;Customer revised artwork after trial;
20757;Alcopac;Assegaai Lubricating Gel Inspire Extra Sensual 85ml;17.12.25;16.01.2026;8X3;17.12.2025;17.12.2025;Customer revised artwork after trial;
20758;Alcopac;Assegaai Lubricating Gel Pure Extra Soothing 85ml;17.12.25;16.01.2026;8X3;17.12.2025;17.12.2025;Customer revised artwork after trial;
20759;Alcopac;Assegaai Lubricating Gel Fresh Extra Tonic 85ml;17.12.25;16.01.2026;8X3;17.12.2025;17.12.2025;Customer revised artwork after trial;
20760;Alcopac;Assegaai Lubricating Gel Slick Extra Glide 85ml;17.12.25;16.01.2026;8X3;17.12.2025;17.12.2025;Customer revised artwork after trial;
20762;Skin Lab;Dry Touch SPF50 50ml;28.10.25;;8X3;23.10.2025;;;
20763;Skin Lab;Moisturising SPF 50 50ml;28.10.25;;8X3;23.10.2025;;;
20791;Kool a Chem;Kool a Sun SPF 40 50ml;28.10.25;28.10.2025;8X3;10.08.2025;;;
20792;Kool a Chem;Kool a Sun SPF 40 100ml;28.10.25;28.10.2025;8X3;10.08.2025;;;
20707;Lanogold;Karoo Skin Elixir 50ml;28.10.25;03.11.2025;8X3;09.10.2025;;;
20708;Lanogold;Karoo Skin Repair Cream 100ml;28.10.25;03.11.2025;8X3;09.10.2025;;;
20781;Saradox;Skin Radiance Hand Balm 75ml;22.10.25;24.10.2025;8X3;06.10.2025;;even though I did the proofs on the 22/10 I missed sending them and only realised on the 24/11 that it was not sent;
20782;Saradox;Skin Radiance Hand Cream 75ml;22.10.25;24.10.2025;8X3;06.10.2025;;even though I did the proofs on the 22/10 I missed sending them and only realised on the 24/11 that it was not sent;
20776;Repcillin;Emma's Secret Sample 10ml;20.11.25;20.11.2025;8X3;20.11.2025;19.11.2025;Customer revised artwork after trial;
20777;Repcillin;Repcillin Moisturiser Sample 10ml;06.11.25;11.11.2025;8X3;31.10.2025;;;
20778;Repcillin;Emma's Secret - 100ml;20.11.25;20.11.2025;8X3;20.11.2025;19.11.2025;Customer revised artwork after trial;
