"Pre-Prod No.,Date,Weeks Taken (or parts thereof),Age Category,Project Age (Open and Closed),Open or closed,Completion date,Client,Project Description,Category,Raw Code,Works Order,Product Code,Sales Rep,Repeat Job,Machine,Material,Artwork required,Artwork Received,Size of Eyemark,Date Sent on Proof,Proof,Proof Approved (Conventional),Proof Approved (Digital),Digital trial sent,Sent on Trial,Trial approved,Revised Artwork After Trialling,""Product Material Colour (tube, jar etc.)"",Diameter,Length,Cap_Lid Colour,Cap_Lid Diameter,Cap_Lid Material,Cap_Lid Style,Tube Shoulder colour,Orifice,Other Cap_Lid Info,Comments,Dust Controlled Area,Extrusion requested,Extrusion received,Injection trial requested,Injection trial received,Blowmould trial requested,Blowmould trial received,Masterbatch requested,Masterbatch received,Month,Month Name,New Mould_ Client or Product,Unit Order No,Order Qty x1000,Ordered Plates,Plates Arrived,Status,Year,comments,Unit Order No_dig,Qty_Including Waste,Artwork Order,Due for SAESA,Order,Digital Trial,Trial approved_dig,Revised Artwork After Trialling_dig,Foil,Cap_Lid Style_dig,Digital Trial No,T1_Date,Retrial T2,Retrial T3,Retrial T4,Retrial T5,Trial Comments"
8503,2011-07-01,-5817.857142857143,,5421,Open,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,July,,,,,,No order,2011.0,,,,,,,,,,,,,,,,,,
21085,2026-03-24,,< 6 Weeks,41,Open,,Peppina,Medirite Arnica Gel Muscle & Joint Gel 50ml,Tube and Cap,,,C35TBPEI000F,Rob,,HK,COEX,,,,,,,,,,,,White,35.0,85.0,White,33,PP,F/T B/O,Natural,10.0,Fugi Sleeve,,,,,,,,,,,,,New,216512/0,5.0,,,Order (a/w),,,,,,,,,,,,,,,,,,,
21086,2026-03-25,,< 6 Weeks,40,Open,,Innovation Cosmetic Solutions,Clicks Amber Glow Hand & Body Lotion 50ml,Digital Laminate,,,,Senate,,DIGITAL ,PBL,,,,,,,,,,,,White,35.0,90.0,Black,33,PP,F/T B/O,White,10.0,,,,,,,,,,,,,,New,,,,,No order (a/w),,,,,,,,,,,,,,,,,,,
21087,2026-03-25,,< 6 Weeks,40,Open,,Innovation Cosmetic Solutions,Clicks Always Precious Hand & Body Lotion 50ml,Digital Laminate,,,,Senate,,DIGITAL ,PBL,,,,,,,,,,,,White,35.0,90.0,Black,33,PP,F/T B/O,White,10.0,,,,,,,,,,,,,,New,,,,,No order (a/w),,,,,,,,,,,,,,,,,,,
21088,2026-03-25,,< 6 Weeks,40,Open,,Innovation Cosmetic Solutions,Clicks Perfectly Pink Hand & Body Lotion 50ml,Digital Laminate,,,,Senate,,DIGITAL ,PBL,,,,,,,,,,,,White,35.0,90.0,Black,33,PP,F/T B/O,White,10.0,,,,,,,,,,,,,,New,,,,,No order (a/w),,,,,,,,,,,,,,,,,,,
21089,2026-03-25,,< 6 Weeks,40,Open,,Rooibaard Produkte,Rooibaard Sous 250ml PET Bottle Mould,Mould,,,,Natalie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New,,,,,No order,,,,,,,,,,,,,,,,,,,
21090,2026-03-25,,< 6 Weeks,40,Open,,Rooibaard Produkte,Rooibaard Sous 500ml PET Bottle Mould,Mould,,,,Natalie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New,,,,,No order,,,,,,,,,,,,,,,,,,,
21091,2026-03-25,,< 6 Weeks,40,Open,,Canway,Daisy Daycream 150ml,Tube and Cap,,,,Wayne,,EXTRUSION,LDPE,,,,,,,,,,,,Pink 706c,40.0,120.0,Pink 706c,38,PP,F/T B/O,Natural,10.0,,,,,,,,,,,,,,New,,,,,No order,,,,,,,,,,,,,,,,,,,
21092,2026-03-25,,< 6 Weeks,40,Open,,Canway,Body Butter Lid 250ml- Gold,Lid,,,,Wayne,,INJECTION,,,,,,,,,,,,,,,,Gold,,PP,,,,,,,,,,,,,,,,,New,,,,,No order,,,,,,,,,,,,,,,,,,,
21093,2026-03-25,,< 6 Weeks,40,Open,,Canway,Fushia 75ml ,Tube and Cap,,,,Wayne,,EXTRUSION,LDPE,,,,,,,,,,,,Pink,35.0,120.0,Pink  ,33,PP,F/T B/O,Natural,10.0,,,,,,,,,,,,,,New,,,,,No order,,,,,,,,,,,,,,,,,,,
21094,2026-03-25,,< 6 Weeks,40,Open,,Canway,Body Butter Lid 250ml- Purple,Lid,,,,Wayne,,INJECTION,,,,,,,,,,,,,,,,Purple,,PP,,,,,,,,,,,,,,,,,New,,,,,No order,,,,,,,,,,,,,,,,,,,
21095,2026-03-25,,< 6 Weeks,40,Open,,Canway,50ml J Jar Lilac,Jar,,,,Wayne,,INJECTION,PP,,,,,,,,,,,,Lilac,,,,,,,,,,,,,,,,,,,,,,New,,,,,No order,,,,,,,,,,,,,,,,,,,
21096,2026-03-25,,< 6 Weeks,40,Open,,Canway,50ml J lid Lilac,Lid,,,,Wayne,,INJECTION,,,,,,,,,,,,,,,,Lilac,,PP,,,,,,,,,,,,,,,,,New,,,,,No order,,,,,,,,,,,,,,,,,,,
21097,2026-03-25,,< 6 Weeks,40,Open,,Canway,Body Butter Jar 250ml -Purple,Jar,,,,Wayne,,INJECTION,PP,,,,,,,,,,,,Purple ,,,,,,,,,,,,,,,,,,,,,,New,,,,,No order,,,,,,,,,,,,,,,,,,,
21098,2026-03-25,,< 6 Weeks,40,Open,,Canway,Body Butter Jar 250ml -Gold,Jar,,,,Wayne,,,PP,,,,,,,,,,,,Gold,,,,,,,,,,,,,,,,,,,,,,New,,,,,No order,,,,,,,,,,,,,,,,,,,
