Pre-Prod No.;Product Code;Works Order;Unit Order No;Raw Code;Sales Rep;Client;Description;Qty_Including Waste;Artwork Order;Due for SAESA;Diameter;Material;Length;Orifice;Order;Proof;Proof Approved (Digital);Digital Trial;Digital Trial No;Trial approved;Revised Artwork After Trialling;Foil;Cap_Lid Style;Status;Closed;Repeat Job;T1_Date;Retrial T2;Retrial T3;Retrial T4;Retrial T5;Trial Comments
15253;C35LTPSN007F;W00144492;157662/1;CLAM113PSN007W;Karen;Nativa;Jointeze Warming Gel 75ml;5700;PO61257  ;x;35;ABL White;120;10;x;x;x;x28/11;1;43802;0;;F/T B/O;;closed;New;2019/11/28;;;;;
14835_3;C40LTPOR001F (Add 2);W00144090;#NAME?;CLAM129POR001W;Karen;Portia M Skin Solutions;Pomegranate Face Wash 150ml;5700;PO0024  ;x;40;PBL;170;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
14979_3;C35LTPOR003F (Add 2);W00144100;#NAME?;CLAM113POR003W;Karen;Portia M Skin Solutions;Marula Skin Oil Hand Cream - 100ml;10700;repeat;x;35;PBL;150;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
13194_11;C35LTSAA038F (Add 10);W00144223;#NAME?;CLAM113SAA038W;Trevor;Saradox;Good Stuff Nourish and Flourish Hand Cream 75ml;2200;repeat;x;35;PBL;125;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;Change control sent through for gloss lacquer;closed;x;;;;;;
12582_3;C35LTDER002F (Add 2);W00144019;#NAME?;CLAM113DER002W;Rob;Dermasure;Dermasure Hydrating Cream 75ml;;repeat;x;;;;;x;x;x;Repeat;Repeat;Repeat;0;;A;;closed;x;;;;;;
10662_2;C35LTMRL000F (Add 1);W00144104;#NAME?;CLAM113MRL000W;Rob;MRL Private Collection;Aloe &Rooibos Body Milk 75ml (PD IN FULL);3100;repeat;x;35;PBL;120;4;x;x;x;Repeat;Repeat;Repeat;0;;A;;closed;x;;;;;;
10125_19;C40LTBIE000F (Add 18);W00144055;#NAME?;CLAM129BIE000W;Rob;Bio Earth Man.;Bio Earth Sunscreen 150ml;10800;repeat;x;40;PBL;160;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
13648_2;C35LTNTR003F (Add 1);W00144544;#NAME?;CLAM113NTR003W;Nicole;Nutriwoman;HG Pre Wax Gel 50ml;6000;NWD 20180405  ;x;35;ABL White;90;4;x;x;x;Repeat;Repeat;Repeat;0;;A;;closed;x;;;;;;
13649_3;C40LTNTR004F (Add 2);;#NAME?;CLAM113NTR004W;Nicole;Nutriwoman;HG Hair Removal Cream Sensitive 125ml;#NAME?;repeat;x;40;ABL White;145;4;x;x;x;Repeat;Repeat;Repeat;0;;A;;x;x;;;;;;
10893_7;C35LTGRE002F (Add 6);W00144516;#NAME?;CLAM113GRE002W;Wayne;Green Cross;Green Cross Soothing Heel Balm 75ml;#NAME?;repeat;x;35;PBL;120;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
13335_3;C35LTBTL003F (Add 2);W00144528;#NAME?;CLAM113BTL003W;Natalie;Botle Buhle;Origins Tissue Night Cream 50ml;#NAME?;-  ;x;35;PBL;90;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
13593_5;C35LTCAT027F (Add 4);W00144500;#NAME?;CLAM113CAT027W;Rob;Catwalk;Bramley Best Feet 75ml;#NAME?;repeat;x;35;PBL;125;4;x;x;x;Repeat;Repeat;Repeat;0;;A;;x;x;;;;;;
12285_4;C40LTCUS000F (Add 3);W00144512;#NAME?;CLAM129CUS000W;Natalie;Customised Cosmetics;Silky Sox 100ml;6000;POA11227 POA11227 POA11227;x;40;PBL;120;4;x;x;x;Repeat;Repeat;Repeat;0;;A;;closed;x;;;;;;
15264;C40LTCAT004F;W00144531;157931/1;CLAM129CAT004W;Rob;Catwalk;Even Tone Face Wash 90ml;11000;PO112574 PO112574 ;x;40;PBL;145;10;x;x;x;x11/11;3;43784;0;;F/T B/O;;closed;New;2019/11/05;2019/11/07;2019/11/11;;;T2: Match pink to cap T3: Match pink to box
15277;C35LTHCL000F;W00144861;158033/3;CLAM113HCL000W;Karen;Health Classique;Sahara SPF 50ml;13200;HC01/OCT/22  ;x;35;PBL;100;10;x;x;x;x3/12;2;43805;43795;;F/T B/O;;closed;New;2019/11/20;2019/12/03;;;;T2: Match to cap
15299;C35LTROL001F;W00144828;158055/0;CLAM113ROL001W;Wayne;Rolfe Lab.;Lemongrass Hand and Nail 60ml;6100;POR27648  ;x;35;ABL silver;110;4;x;x;x;x11/11;1;43784;0;;0;;closed;New;;;;;;
15300;C35LTROL003F;W00144833;158057/0;CLAM113ROL003W;Wayne;Rolfe Lab.;Frangipani Hand and Nail Cream 60ml;54000;POR27648  ;x;35;ABL silver;110;4;x;x;x;x11/11;1;43784;0;;0;;closed;New;;;;;;
15301;C35LTROL002F;W00144831;158056/1;CLAM113ROL002W;Wayne;Rolfe Lab.;Body Material Vanilla Hand and Nail Cream 60ml;6000;POR27648  ;x;35;ABL silver;110;4;x;x;x;x11/11;1;43784;0;;0;;closed;New;;;;;;
15267;C35LTALO046F;W00144845;158000/0;CLAM113ALO046W;Warren;Aloe Ferox;Aloe Ferox Classic Facial Mask - 50ml;3500;POA10228  ;x;35;PBL;90;6;x;x;x;x15/11;1;43788;0;;A;;closed;New;2019/11/15;;;;;
15268;C35LTALO047F;W00144847;158001/0;CLAM113ALO047W;Warren;Aloe Ferox;Aloe Ferox Spotless Crème - 50ml;5700;POA10228  ;x;35;PBL;90;4;x;x;x;x15/11;1;43788;0;;A;;closed;New;2019/11/15;;;;;
15269;C40LTALO027F;W00144858;158006/0;CLAM129ALO027W;Warren;Aloe Ferox;Aloe Ferox Hand Cream - 150ml;650;POA10228  ;x;40;PBL;165;4;x;x;x;x15/11;1;43788;0;;A;;closed;New;2019/11/15;;;;;
15270;C40LTALO026F;W00144855;158005/0;CLAM129ALO026W;Warren;Aloe Ferox;Aloe Ferox heel Balm - 150ml;1800;POA10228  ;x;40;PBL;165;6;x;x;x;x15/11;1;43788;0;;A;;closed;New;2019/11/15;;;;;
15271;C40LTALO023F;W00144849;158002/0;CLAM129ALO023W;Warren;Aloe Ferox;Aloe Ferox Aloe Ferox Moisturiser 4 Him - 150ml;2800;POA10228  ;x;40;PBL;165;4;x;x;x;x15/11;1;43788;0;;A;;closed;New;2019/11/15;;;;;
15272;C40LTALO024F;W00144851;158003/0;CLAM129ALO024W;Warren;Aloe Ferox;Aloe Ferox Timeless Cleanse - 100ml;1800;POA10228  ;x;40;PBL;120;6;x;x;x;x15/11;1;43788;0;;A;;closed;New;2019/11/15;;;;;
15273;C40LTALO025F;W00144853;158004/0;CLAM129ALO025W;Warren;Aloe Ferox;Aloe Ferox Cleansing Cream - 150ml;5800;POA10228  ;x;40;PBL;165;4;x;x;x;x15/11;1;43788;0;;A;;closed;New;2019/11/15;;;;;
15305;C40LTHCL001F;W00145553;158080/1;CLAM129HCL001W;Karen;Health Classique;Epimol - B Baby & Junior Cream 150g;32000;HC01/OCT/22  ;x;40;PBL;165;10;x;x;x;x3/12;2;43805;0;;F/T B/O;;closed;New;2019/11/20;2019/12/03;;;;T2: Client adjusted a/w
15306;C40LTHCL00F;W00144929;158079/0;CLAM129HCL000W;Karen;Health Classique;Epimol - B AP Cream 150g;32000;HC01/OCT/22  ;x;40;PBL;165;10;x;x;x;x20/11;1;43795;0;;F/T B/O;;closed;New;2019/11/20;;;;;
15309;C40LTSAA001F;W00145085;158125/5;CLAM129SAA001W;Wayne;Saradox;OSB Laundry Pre Treatment 150ml;27000;PO004798  ;x;40;PBL;180;10;x;x;x;x20/11;1;43791;0;;F/T B/O;;closed;New;2019/11/20;;;;;
14837_1;C35LTCAT036F (Add);W00144938;#NAME?;CLAM113CAT036W;Rob;Catwalk;Lavender Hand and Nail Cream 75ml;10800;repeat;x;35;PBL;125;4;x;x;x;Repeat;Repeat;Repeat;0;;A;;closed;x;;;;;;
15308;C35LTSAA041F;W00145139;158217/1;CLAM113SAA041W;Wayne;Saradox;Skin Radiance African Baobab Moisture Lock Hand Cream74ml;32000;PO004799 - -;x;35;PBL;120;10;x;x;x;x20/11;1;43791;0;;F/T B/O;;closed;New;2019/11/20;;;;;
14458_3;C40LTAVR060F (Add 3);W00144507;#NAME?;CLAM129AVR060W;Linda;Prime Products;Glycerine And Lemon  100ml;21200;PO 0113398  ;x;40;PBL;120;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
14957_1;C35LTSIL008F (Add);W00145129;#NAME?;CLAM113SIL008W;Karen;Silverlab;Skin PHD Silver Healing Cream 75ml;6000;-  ;x;35;ABL White;125;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
13194_12;C35LTSAA038F (Add 11);W00145143;#NAME?;CLAM113SAA038W;Trevor;Saradox;Good Stuff Nourish and Flourish Hand Cream 75ml;9000;18403 18403 ;x;35;PBL;125;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
11084_19;C35LTBRI006F (Add 19);W00145169;#NAME?;CLAM113BRI006W;Trevor;Canway;OSH Hand Cream Everyday 65ml;6000;18403 18403 ;x;35;PBL;100;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
13254_2;C40LTTCT002F (Add 1);W00145148;#NAME?;CLAM129TCT002W;Rob;CT Toiletry Co;LM Barber SPF15 Moisturiser - 125ml;3600;EMAIL ADMIN 21.09.17  ;x;40;ABL Silver;140;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
13392_2;C40LTPEP003F (Add 1);W00145151;#NAME?;CLAM129PEP003W;Wayne;Pepper Tree Packaging;Fynbos Body Lotion 150ml;3200;-  ;x;40;ABL Silver;170;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
13393_2;C40LTPEP002F (Add 1);W00145156;#NAME?;CLAM129PEP002W;Wayne;Pepper Tree Packaging;Fynbos Shower Gel 150ml;3200;-  ;x;40;ABL Silver;170;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
13316_5;C40LTDCH000F (Add 4);W00145161;#NAME?;CLAM129DCH000W;Natalie;Dischem;Heel Balm 125ml;16000;015  ;x;40;PBL;140;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
14274_6;C40LTKOO006F (Add 5);W00145175;#NAME?;CLAM129KOO006W;Rob;Kool A Chem;SPF40 Sunscreen 150ml;11000;repeat;x;40;PBL;180;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
15329;C25LTCAT003F;W00145135;158250/0;CLAM082CAT003W;Rob;Catwalk;Wintergreen Menthol HotGel 25ml;41500;PO112623 - -;x;25;PBL;90;4;x;x;x;x20/11;1;43796;0;;A;;closed;New;2019/11/20;;;;;
14842_1;C35LTCAT038F (Add);W00145093;#NAME?;CLAM113CAT038W;Rob;Catwalk;Wintergreen Menthol Hot Gel 75ml;16000;repeat;x;35;PBL;130;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
14843_1;C35LTCAT037F (Add);W00145089;#NAME?;CLAM113CAT037W;Rob;Catwalk;Wintergreen Hot Muscle Cream 75ml;11000;repeat;x;35;PBL;130;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
15334;C40LTLAS008F;W00145517;158319/0;CLAM129LAS008W;Rob;The Lash Collection;M Lashes 50ml;21500; LC0206 - LC0206 (Foil);x;40;PBL;100;10;x;x;x;x20/11 (Print)  x2/12 (Foil);1;x22/11 (Print) x12/12 (Foil);0;x;F/T B/O;;closed;New;2019/11/20;;;;;
15330;C35LTCAT045F;W00145526;157713/7;CLAM113CAT045W;Rob;Catwalk;Bramley Best For Feet 75ml;21500;PO112645 - -;x;35;PBL;125;4;x;x;x;x22/11;2;43796;0;;A;;closed;New;2019/11/20;x22/11;;;;
15340;C40LTCRC007F;W00145827;158347/0;CLAM129CRC007W;Rob;Cre'me Classique;Facial Moisturiser 100ml;1500;PO1049 - -;x;40;PBL;120;4;x;x;x;x20/11 (Print)  x2/12 (Foil);1;x22/11 (Print) x12/12 (Foil);0;;A;;closed;New;2019/11/20;;;;;
12317_5;C40LTNFR007F (Add 4);W00145529;#NAME?;CLAM129NFR007W;Rob;Nature Fresh Health Prod.;Pure Smile  Toothpaste 100ml;3200;N/C  ;x;40;PBL;120;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
15335;C35LTLAM005F;W00145513;158326/0;CLAM113LAM005W;Rob;Lamicare;Vetlomar 75ml;3400;PO1049 - -;x;35;PBL;120;10;x;x;x;x28/11;1;43801;0;;F/T B/O;;closed;New;;;;;;
15342;C35LTPRI011F;W00147566;158915/0;CLAM113PRI011W;Karen;Prime Products;O'ri CC Skin Anti Age Cream - 50ml;3000;CWO received 18/10/19 - -;x;35;ABL White;90;4;x;x;x;x21/1;1;43852;0;;A;;closed;New;2020/01/21;;;;;
15343;C35LTPRI010F;W00146855;158913/0;CLAM113PRI010W;Karen;Prime Products;O'ri CC Enviro Protector SPF30 - 50ml;1800;CWO received 18/10/19 - -;x;35;ABL White;90;4;x;x;x;x21/1;1;43852;0;;A;;closed;New;2020/01/21;;;;;
15344;C35LTROL005F;W00146483;158748/0;CLAM113ROL005W;Wayne;Rolfe Lab.;Body Material Jasmine Hand and Nail Cream 60ml;3000;POR28081 - -;x;35;ABL Silver;110;4;x;x;x;x28/11;1;43804;0;;0;;closed;New;2019/11/28;;;;;
15345;C35LTROL006F;W00146485;158750/1;CLAM113ROL006W;Wayne;Rolfe Lab.;Field Of Flowers Hand and Nail Cream 60ml;6000;POR28081 - -;x;35;ABL Silver;110;4;x;x;x;x28/11;1;43804;0;;0;;closed;New;2019/11/28;;;;;
15346;C35LTROL004F;W00146481;158746/0;CLAM113ROL004W;Wayne;Rolfe Lab.;Wild Fig Hand and Nail Cream 60ml;6000;POR28081 - -;x;35;ABL Silver;110;4;x;x;x;x28/11;1;43804;0;;0;;closed;New;2019/11/28;;;;;
14554_2;C35LTBOT008F (Add 1);W00145873;#NAME?;CLAM113BOT008W;Karen;Rolfe Lab.;Puer Hand Cream Glycerine & Lemon - 100ml;6000;repeat;x;35;PBL;150;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
13194_13;C35LTSAA038F (Add);W00145929;#NAME?;CLAM113SAA038W;Trevor;Saradox;Good Stuff Nourish and Flourish Hand Cream 75ml;2000;repeat;x;35;PBL;125;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;Change control sent through for due to lacquer;closed;x;;;;;;
13334_4;C35LTBTL002F (Add 3);W00144904;#NAME?;CLAM113BTL002W;Natalie;Botle Buhle;Orijins Day Face Cream 50ml;3800;PO3794  ;x;35;PBL;90;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
15264_1;C40LTCAT004F (Add 3);W00145944;#NAME?;CLAM129CAT004W;Rob;Catwalk;Even Tone Face Wash 90ml;1500;repeat;x;40;PBL;145;10;#NAME?;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
10125_20;C40LTBIE000F (Add 19);W00145890;#NAME?;CLAM129BIE000W;Rob;Bio Earth Man.;Bio Earth Sunscreen 150ml;5700;repeat;x;40;PBL;160;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
10292_5;C40LTBES000F (Add 4);W00145803;#NAME?;CLAM129BES000W;Rob;Be Safe Paramedical;Burneaze Tubes 100ml;6000;repeat;x;40;PBL;120;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
15378;C40LTHLS001F;W00146390;158676/0;CLAM129HLS001W;Natalie;HLS Industries;African Oasis Foot Lotion 100ml;3000;- - -;x;40;PBL;120;10;x;x;x;x20/1;1;43852;0;;F/T B/O;;closed;New;2019/12/10;2020/01/20;;;;T2: Thicken up font
15379;C40LTHLS000F;W00146394;158678/0;CLAM129HLS000W;Natalie;HLS Industries;African Oasis Foot Scrub 100ml;21000;Carl 3/12/19 - Carl 3/12/19 (Foil block);x;40;PBL;120;10;x;x;x;x20/1;1;43852;0;;F/T B/O;;closed;New;2019/12/10;2020/01/20;;;;T2: Thicken up font
15372;C40LTKOO010F;W00152410;158643/3;CLAM129KOO010W;Rob;Kool a Chem;Kool A Sun SPF40 150ml;6000;POR28081 - -;x;40;PBL;180;10;x;x;x;x10/12;1;43810;0;;F/T B/O;;closed;New;2019/12/10;;;;;
15373;C40LTKOO011F;W00164594;167195/2;CLAM129KOO011W;Rob;Kool a Chem;Kool A Sun SPF 40 100ml;6500;POR28081 - -;x;40;PBL;120;10;x;x;x;x10/12;1;43810;0;;F/T B/O;;closed;New;2019/12/10;;;;;
14390_1;C35LTSIL005F (Add);W00146529;#NAME?;CLAM113SIL005W;Karen;Silverlabs;Healing Cream75ml;6000;SL755  ;x;35;ABL White;125;10;#NAME?;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
14274_7;C40LTKOO006F (Add 6);W00146435;#NAME?;CLAM129KOO006W;Rob;Kool A Chem;SPF40 Sunscreen 150ml;9000;repeat;x;40;PBL;180;10;#NAME?;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
14312_1;C40LTCOH000F (Add);W00146644;#NAME?;CLAM129COH000W;Rob;Comed Health;Snappy Nappy - 100ml;5700;repeat;x;40;PBL;120;10;#NAME?;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
13202_6;C40LTBIE007F (Add 5);W00146667;#NAME?;CLAM129BIE007W;Rob;Bio Earth Man.;Aloe From Africa 150ml;5800;repeat;x;40;PBL;180;10;#NAME?;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
15363;C40LTYUN000F;W00147702;159509/0;CLAM129YUN000W;Rob;Yungskin;Foiled Face Wash 100ml;6000;POR28081 - -;x;40;PBL;120;10;x;x;x;x20/1 (Print) x24/1 (Foil);1;x24/1 (Print);0;x;F/T B/O;;closed;New;x20/1(Print) x24/1(Foil);;;;;
15301_1;C35LTROL002F (Add);W00146018;#NAME?;CLAM113ROL002W;Wayne;Rolfe Lab.;Body Material Vanilla Hand and Nail Cream 60ml;3000;repeat;x;35;ABL silver;110;4;#NAME?;x;x;Repeat;Repeat;Repeat;0;;A;;closed;x;;;;;;
15299_1;C35LTROL001F (Add);W00146020;#NAME?;CLAM113ROL001W;Wayne;Rolfe Lab.;Lemongrass Hand and Nail 60ml;3000;repeat;x;35;ABL silver;110;4;#NAME?;x;x;Repeat;Repeat;Repeat;0;;A;;closed;x;;;;;;
13850_2;C25LTROL001F (Add 1);W00146676;#NAME?;CLAM082ROL001W;Wayne;Rolfe Lab.;Clear Tone 50ml;11000;repeat;x;25;PBL;130;4;#NAME?;x;x;Repeat;Repeat;Repeat;0;;A;;closed;x;;;;;;
12432_11;C35LTBTL000F (Add 10);W00146464;#NAME?;CLAM113BTL000W;Natalie;Botle Buhle;Orijins Face Cream 50ml;5800;repeat;x;35;PBL;90;10;#NAME?;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
14538_1;C35LTREC003F (Add);W00146459;#NAME?;CLAM113REC003W;Rob;Recreational Health;Bettamed Sensitive Care Cream - 50g;3700;repeat;x;35;PBL;105;4;x;x;x;Repeat;Repeat;Repeat;0;;A;;closed;x;;;;;;
14245_2;C40LTHAD01F (Add 1);W00147288;#NAME?;CLAM129HAD001W;Wayne;Hands on Health;Firm Glove Cream - 150ml;5800;repeat;x;40;PBL;170;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
12955_1;C40LTLYC000F (Add);W00147209;#NAME?;CLAM129LYC000W;TK;Lycoderm;Ultra Protect Sunscreen 100ml;3200;35836  ;x;40;PBL;150;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
13600_3;C40LTMIC000F (Add 2);W00147204;#NAME?;CLAM129MIC000W;Karen;Tablecharm;Zonke Healing Wonder Rub 100ml;6000;EMAIL 27/03/18  EMAIL 27/03/18;x;40;PBL;120;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
14864_1;C40LTROY000F (Add);W00147382;#NAME?;CLAM129ROY000W;Natalie;Royal Secrets;Royal Secrets Body Cream 100ml;3200;repeat;x;40;PBL;120;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
15040_1;C40LTSCE005F (Add);W00147387;#NAME?;CLAM129SCE005W;Rob;Scent Pack;Dischem Marula Facial Scrub 125ml;5600;PO19655  ;x;40;PBL;140;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
15042_1;C40LTSCE006F (Add);W00147400;#NAME?;CLAM129SCE006W;Rob;Scent Pack;Dischem Tea Tree Scrub 125ml;5700;PO19655  ;x;40;PBL;140;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
15043_1;C40LTSCE007F (Add);W00147408;#NAME?;CLAM129SCE007W;Rob;Scent Pack;Dischem Aloe Day Facial Scrub 125ml;5700;PO19655  ;x;40;PBL;140;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
15038_1;C40LTSCE008F (Add);W00147415;#NAME?;CLAM129SCE008W;Rob;Scent Pack;Dischem Rooibos Scrub 125ml;5700;PO19655  ;x;40;PBL;140;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
15039_1;C40LTSCE009F (Add);W00147419;#NAME?;CLAM129SCE009W;Rob;Scent Pack;Dischem Vitamin E Facial Scrub 125ml;5700;PO19655  ;x;40;PBL;140;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
15041_1;C40LTSCE010F (Add);W00147422;#NAME?;CLAM129SCE010W;Rob;Scent Pack;Dischem Tea Tree Facial Wash 125ml;5700;PO19655  ;x;40;PBL;140;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
13154_7;C40LTMOS002F (Add 6);W00147155;#NAME?;CLAM129MOS002W;Rob;Mosaic;Eskamel  Cleanser 150ml;11200;-  ;x;40;PBL;170;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
12201_6;C35LTPAR001F (Add 5);W00147199;#NAME?;CLAM113PAR001W;Nicola;Parceval Pharmaceuticals;Aloe Vera Gel 75ml;21500;EMAIL KEVIN17.08.2016  ;x;35;PBL;120;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
15035_1;C35LTSCE011F (Add);W00147335;#NAME?;CLAM113SCE011W;Rob;Scent Pack;Dischem Tea Trea Cream 75ml;6000;PO19655  ;x;35;PBL;120;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
15036_1;C35LTSCE012F (Add);W00147340;#NAME?;CLAM113SCE012W;Rob;Scent Pack;Dischem Marula Day Cream 75ml;6000;PO19655  ;x;35;PBL;120;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
15037_1;C35LTSCE013F (Add);W00147343;#NAME?;CLAM113SCE013W;Rob;Scent Pack;Dischem Aloe Day Cream 75ml;6000;PO19655  ;x;35;PBL;120;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
14390_2;C35LTSIL005F (Add 1);W00147099;#NAME?;CLAM113SIL005W;Karen;Silverlabs;Healing Cream75ml;6000;SL755  ;x;35;ABL White;125;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
14390_3;C35LTSIL005F (Add 2);W00147094;#NAME?;CLAM113SIL005W;Karen;Silverlabs;Healing Cream75ml;6000;SL755  ;x;35;ABL White;125;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
13870_2;C35LTSHZ007F (Add 1);W00147346;#NAME?;CLAM113SHZ007W;Wayne;SH'ZEN;These Feet Were Made for Walking 100ml;6000;-  ;x;35;ABL Silver;150;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
15033_1;C25LTSCE001F (Add);W00147325;#NAME?;CLAM082SCE001W;Rob;Scent Pack;Dischem Rooibos Eye Cream 20ml;6000;PO19655  ;x;25;PBL;90;4;x;x;x;Repeat;Repeat;Repeat;0;;A;;closed;x;;;;;;
15034_1;C25LTSCE002F (Add);W00147328;#NAME?;CLAM082SCE002W;Rob;Scent Pack;Dischem Vitamin Eye Cream 20ml;6000;PO19655  ;x;25;PBL;90;4;x;x;x;Repeat;Repeat;Repeat;0;;A;;closed;x;;;;;;
14391_1;C35LTSIL006F (Add);W00147102;#NAME?;CLAM113SIL006W;Karen;Silverlabs;Healing Gel 75ml;6000;repeat;x;35;ABL White;125;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
14391_2;C35LTSIL006F (Add 1);W00147090;#NAME?;CLAM113SIL006W;Karen;Silverlabs;Healing Gel 75ml;6000;repeat;x;35;ABL White;125;10;x;x;x;Repeat;Repeat;Repeat;0;;F/T B/O;;closed;x;;;;;;
15436;C40LTLAS009F;W00147864;159323/0;CLAM129LAS009W;Rob;The Lash Collection;Lashes By Design 50ml;3800;LC0226 - LC0226 (Foil);x;40;PBL;100;10;x;x;x;x24/1(Print) x4/2(Foil);1;x27/1(Print) x19/2(Foil);0;x;F/T B/O;Changed .co.za to .com (signed off trial with correction.;closed;New;2024/01/24;;;;;
15426;C35LTRPC001F;W00156449;163773/2;CLAM113RPC001W;Rob;Repcillin;Crocodile Oil 50ml;11000;Carl 3/12/19 - Carl 3/12/19 (Foil block);x;35;ABL Silver;100;4;x;x;x;x30/1;1;FALSE;0;;A;;closed;New;2020/01/30;;;;;
15430;C25LTRPC001F;W00147114;159311/1;CLAM082RPC001W;Rob;Repcillin;Crocodile Oil 15ml;2500;Carl 3/12/19 - Carl 3/12/19 (Foil block);x;25;ABL Silver;80;4;x;x;x;x30/1;1;FALSE;0;;A;;closed;New;2020/01/30;;;;;
15447;C40LTTCT003F;W00147855;159366/1;CLAM129TCT003W;Rob;CT Toiletry CO;LM Blue Hair Gel 100ml;6200;POA26001 - -;x;40;ABL silver;120;10;x;x;x;x30/1;1;43879;0;;F/T B/O;;closed;New;2020/01/30;;;;;
15448;C40LTTCT004F;W00147813;159369/0;CLAM129TCT004W;Rob;CT Toiletry CO;LM Blue Gel Based Moisturiser 125ml;11000;POA26001 - -;x;40;ABL silver;140;10;x;x;x;x30/1;1;43879;0;;F/T B/O;;closed;New;2020/01/30;;;;;
15449;C40LTTCT005F;W00147808;159364/0;CLAM129TCT005W;Rob;CT Toiletry CO;LM Blue Foaming Shaving Gel 125ml;31500;POA26001 - -;x;40;ABL silver;140;10;x;x;x;x30/1;1;43879;0;;F/T B/O;;closed;New;2020/01/30;;;;;
15450;C35LTMOS013F;W00149481;160382/3;CLAM113MOS013W;Rob;Mosaic;Woolworths Marrakech Shower Gel 75ml;32000;ZO2335 - -;x;35;ABL silver;120;10;x;x;x;x9/3;1;43903;0;;F/T B/O;;closed;New;2020/03/09;;;;;
