Pre-Prod No.;Product Code;Works Order;Unit Order No;Raw Code;Sales Rep;Client;Description;Qty_Including Waste;Artwork Order;Due for SAESA;Diameter;Material;Length;Orifice;Order;Proof;Proof Approved (Digital);Digital Trial;Digital Trial No;Trial approved;Revised Artwork After Trialling;Foil;Cap_Lid Style;Status;Closed;Repeat Job;T1_Date;Retrial T2;Retrial T3;Retrial T4;Retrial T5;Trial Comments
10005;C40LTSHZ001F;W00057940;109049/0;CLAM129SHZ001W;Mark K;SH'ZEN;Sh'zen Harmonizing Cleansing Gel 75ml (Digital);4000;COD- Paid  ;x;40;PBL;90;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;;;
10006;C40LTSHZ002F;W00057936;109044/0;CLAM129SHZ002W;Mark K;SH'ZEN;She'zen Revive Cleansing Gel 75ml  (Digital);4000;COD- Paid  ;x;40;PBL;90;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;;;
10007;C40LTSHZ003F;W00057944;109048/0;CLAM129SHZ003W;Mark K;SH'ZEN;Sh'zen Vanilla Cashmere Cleansing Gel 75ml (Digital);9500;-  ;x;40;PBL;90;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;;;
10012;C40LTSCE000F;W00059345;108964/0;CLAM129SCE000W;Rob;SCENT PACK;ROSE Florals Bouquet 100ml H&N (Digital);6000;-  ;x;40;PBL;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;;;
10016;Cancelled;Cancelled;Cancelled;Cancelled;Rob;CHARISMA CANDLES;100ml Masquerade Hand Treatment (Digital);5500;Cancelled  ;;40;PBL;120;10;x;x;x;Cancelled;Cancelled;Cancelled;;;F/T B/O;;closed;Cancelled;;;;;;
10017;C25LTSIM000F;W00059168;109824/0;CLAM082SIM000W;Rob;ALOE UNIQUE;Aloe Unique Hand  & Nail Cream (Digital);21500;-  ;x;25;PBL;110;4;x;x;x;x;1;x;0;;A;;closed;New;;;;;;
10018;C35LTSIM000F;W00059028;109825/0;CLAM113SIM000W;Rob;ALOE UNIQUE;Aloe Unique Bitter Gel 50ml (Digital);2500;-  ;x;35;PBL;100;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;;;
10019;C35LTSIM001F;W00059164;109826/0;CLAM113SIM001W;Rob;ALOE UNIQUE;Aloe Unique Aloe Gel 75ml (Digital);2500;-  ;x;35;PBL;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;;;
10057;C35LTCAT000F;W00058480;109834/0;CLAM113CAT000W;Mark K;Catwalk;Catwalk Beauciience Foot Balm 75ml (Digital);10500;-  ;x;35;PBL;130;6;x;x;x;x;1;x;0;;A;;closed;New;;;;;;
10058;C35LTCAT001F;W00058482;109339/0;CLAM113CAT001W;Mark K;Catwalk;Catwalk Beauciience Foot Scrub 75ml (Digital);2000;-  ;x;35;PBL;130;6;x;x;x;x;1;x;0;;A;;closed;New;;;;;;
10059;C35LTSUG000F;W00058484;109333/0;CLAM113SUG000W;Mark K;Catwalk;Magnolia Tube 75ml (Digital);2000;-  ;x;35;PBL;125;6;x;x;x;x;1;x;0;;A;;closed;New;;;;;;
10063;C40LTSRX000F;W00058979;109760/0;CLAM129SRX000W;Rob;SOLRX;SolRX Juniour Sunscreen SPF 50 120ml;2500;-  ;x;40;PBL;140;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;;;
10064;C40LTSRX001F;W00058982;109758/0;CLAM129SRX001W;Rob;SOLRX;SolRX Original Sunscreen SPF 50 120ml;6000;-  ;x;40;PBL;140;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;;;
10065;C40LTSRX002F;W00058983;118469/0;CLAM129SRX002W;Rob;SOLRX;SolRX Dry Zinc Sunscreen SPF 50 120ml;3000;-  ;x;40;PBL;140;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;;;
10074;C40LTRGP000F;W0058833;109603/0;CLAM129RGP000W;Rob;RW GERICKE;Inuka 100ml Tube(Digital);400;-  ;x;40;ABL Silver;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;;;
10078;C35LTNFR000F;W00058830;109642/0;CLAM113NFR000W;Rob;Nature Fresh;Natural Fresh Junior Toothpaste 75ml ( Digital);5500;COR5/5/15  ;x;35;PBL;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;;;
10093;C40LTTOT000F;W00059226;109909/0;CLAM129TOT000W;Rob;TOTALLY WILD;Totally Wild Aloe 24 Organic gel 100ml  (Digital);3000;-  ;x;40;PBL;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;;;
10118;C35LTZAN000F;W00061172;111123/0;CLAM113ZAN000W;Rob;Simonstown Aloe Shop;S/Town Aloe Hand and Nail Cream 75ml;9000;-  ;x;35;PBL;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;;;
10125;C40LTBIE000F;W00060335;110351/0;CLAM129BIE000W;Rob;BIO EARTH;Bio Earth Sunscreen 150ml;20500;-  ;x;40;PBL;160;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;;;
10136;C25LTSHZ000F;W00060485;110165/0;CLAM082SHZ000W;Mark K;SH'ZEN;Shzen D/Time Lift & Firm Crm- Face 15ml;4000;-  ;x;25;PBL;90;2;x;x;x;x;1;x;0;;A;;closed;New;;;;;;
10141;Cancelled;Cancelled;120468/1;Cancelled;Mark K;Catwalk;Order (a/w);3000;Cancelled  ;;35;PBL;130;6;x;x;x;Cancelled;Cancelled;Cancelled;;;A;Cancelled. Client Sent through new job brief;closed;Cancelled;;;;;;
10150;C35LTLAM001F;W0060829;0;CLAM113LAM001W;Rob;Lamicare;Dermikelp 100g ;1300;-  ;x;35;PBL;150;6;x;x;x;x;1;x;0;;A;;closed;New;;;;;;
10151;C35LTCIN000F;W0060827;110844/0;CLAM113CIN000W;Natalie;CLING HO INTERNAT.;Alto Herbal Cream 60ml;700;-  ;x;35;ABL Silver;105;4;x;x;x;x;1;x;0;;A;;closed;New;;;;;;
10171;C40LTMOS000F;W0064244;0;CLAM129MOS000W;Linda;AVROY SHLAIN / MOSAIC;Pure Marine  Foot Exfoliator 125ml;3000;-  ;x;40;PBL;140;10;FALSE;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;;;
10195;C35LTBOT000F;W0061373;0;CLAM113BOT000W;Linda;Brunational;A/Botanics BAOBAB Clay Wash 100ml;21000;-  ;x;35;ABL Silver;150;4;x;x;x;x;1;x;0;;0;;closed;New;;;;;;
10196;C35LTBOT001F;W0061371;0;CLAM113BOT001W;Linda;Brunational;A/Botanics Buchu Polish 100ml;21000;-  ;x;35;ABL Silver;150;4;x;x;x;x;1;x;0;;0;;closed;New;;;;;;
10197;C35LTBOT002F;W0061375;0;CLAM113BOT002W;Linda;Brunational;A/Botanics Hand Cream 100ml;3000;-  ;x;35;ABL Silver;105;4;x;x;x;x;1;x;0;;0;;closed;New;;;;;;
10198;Cancelled;Cancelled;Cancelled;Cancelled;Linda;Le-Sel;Pedi Perfect Cinnomon and Clove Foot Cream 100ml;3000;Std Bank COD  ;;40;PBL;135;10;x trial only;x;x;Cancelled;Cancelled;Cancelled;;x;F/T B/O;;closed;Cancelled;;;;;;
10209;C40LTAJN001F;W00061388;0;CLAM129AJN001W;Trevor;AJ NORTH;Glyco Lemon Vanish Cream Lemon 50ml;10500;-  ;x;40;PBL;95;4;FALSE;x;x;x;1;x;0;;A;;closed;New;;;;;;
10210;C40LTAJN000F;W00061384;0;CLAM129AJN000W;Trevor;AJ NORTH;Glyco Lemon Vanish Crm Reglr 50ml;10500;MM010715EPI MM010715EPI ;x;40;PBL;95;4;FALSE;x;x;x;1;x;0;;A;;closed;New;;;;;;
10228;Cancelled;Cancelled;Cancelled;Cancelled;Linda;Le-Sel;Karoo Gentle Exf H/Scrub 60ml;3000;Cancelled  ;;35;ABL Silver;120;4;x;x;Cancelled;Cancelled;Cancelled;Cancelled;;;0;Client wants the contrast to be increased on the windmill for the next run - matched to label. Sent trial 19/11  (Job cancelled);closed;Cancelled;;;;;;
10237;C35LTDER000F;W00062021;111576/0;CLAM129DER000W;Rob;DERMASURE;Dermasure Hydratiion Moist Cream;2500;Internal N/C  ;x;35;PBL;120;4;x;x;x;x;1;x;0;;A;;closed;New;;;;;;
10238;C40LTDER000F;W00062019;111581/0;CLAM113DER000W;Rob;DERMASURE;SunActive Sunscreen 75ml;10500;Order 002  ;x;40;PBL;95;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;;;
10242;Cancelled;Cancelled;Cancelled;Cancelled;Linda;Le-Sel;Country Gardens Rose Hand and Nail Cream;10500;;;40;PBL;123;10;x;x;Cancelled;Cancelled;Cancelled;Cancelled;;x;F/T B/O;;closed;Cancelled;;;;;;
10247;Cancelled;Cancelled;Cancelled;Cancelled;Linda;NATIVA;Femagene Intermate Soothing Gel 50ml;10500;17191 17191 ;;40;PBL;90;10;x;x;x;Cancelled;Cancelled;Cancelled;;;F/T B/O;;closed;Cancelled;;;;;;
10248;Cancelled;Cancelled;Cancelled;Cancelled;Linda;NATIVA;Femagene Intermate Hygene Soap For Sensitive Skin 150ml;5500;17191 17191 ;;40;PBL;165;10;x;x;x;Cancelled;Cancelled;Cancelled;;;F/T B/O;;closed;Cancelled;;;;;;
10249;Cancelled;Cancelled;Cancelled;Cancelled;Linda;NATIVA;Femagene Intermate Hygene Soap  150ml;10500;Cancelled  ;;40;PBL;165;10;x;x;x;Cancelled;Cancelled;Cancelled;;;F/T B/O;;closed;Cancelled;;;;;;Linda instructed job to be closed
10251;C35LTREI000F;W00062338;110830/0;CLAM113REI000W;Linda;Reitzer Pharm.;Treet- It  Tea Tree Antiseptic Cream 50ml;3000;- Cancelled ;x;35;PBL;110;4;x;x;x;x;1;x;0;;A;;closed;New;;;;;;
10252;C35LTREI001F;W00062326;111809/0;CLAM113REI001W;Linda;Reitzer Pharm.;Pure Cream Moisturiser For Very Dry Skin 75ml;3300;-  ;x;35;PBL;120;4;x;x;x;x;1;x;0;;A;;closed;New;;;;;;
10253;C40LTHOP000F;W00062592;111882/0;CLAM129HOP000W;Rob;HOSPITALITY;Afrisun  SPF40 100ml;23000;-  ;x;40;PBL;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;;;
10254;Cancelled;Cancelled;Cancelled;Cancelled;Trevor;HOUSE OF ALOES;Alofe'Hand & Body Cream 15ml PBL;10500;Cancelled  ;;25;PBL;80;4;;Cancelled;Cancelled;Cancelled;Cancelled;Cancelled;;;A;Cancel - new Pre-Prod created;closed;Cancelled;2015/04/22;;;;;
10255;C25LTHOA002F;W00069342;116330/0;CLAM082HOA002W;Trevor;HOUSE OF ALOES;Alofe' Hand a& Body Cream 15ml ABL(duplicate 10667);3000;108308  ;x;25;ABL;80;4;x;x;x;x;1;x;0;;A;;closed;New;2015/04/27;;;;;
10256;Cancelled;Cancelled;Cancelled;Cancelled;Trevor;HOUSE OF ALOES;Alcare Hand Cream 15ml  (SAME AS10596);10500;Included in tube price  ;;25;PBL;80;4;x;Cancelled;Cancelled;Cancelled;Cancelled;Cancelled;;;A;Duplicate PP sent through. Cancel;closed;Cancelled;2015/06/30;;;;;
10257;C25LTHOA000F;W00066724;114769/0;CLAM082HOA000W;Trevor;HOUSE OF ALOES;Alcare Aloe Gel 15ml;33500;108196  ;x;25;PBL;80;4;x;x;x;x;1;x;0;;A;;closed;New;2015/04/08;;;;;
10260;C35LTSAA001F;W00062582;112001/0;CLAM113SAA001W;Trevor;SARADOX;Good Stuff Bee Natural 75ml;3200;Included in tube price  ;x;35;PBL;125;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;;;
10261;C35LTSAA000F;W00062676;112004/0;CLAM113SAA000W;Trevor;SARADOX;Good Stuff Time On Your Hands 75ml;3600;-  ;x;35;PBL;125;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;;;
10262;C35LTSAA003F;W00062585;112000/0;CLAM113SAA003W;Trevor;SARADOX;GOOD Stuff Aloe Aloe 75ml;3000;-  ;x;35;PBL;125;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;;;
10263;C35LTSAA002F;W00062588;111999/0;CLAM113SAA002W;Trevor;SARADOX;Good Stuff In Good Hands 75ml;3100;-  ;x;35;PBL;125;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;;;
10282;Cancelled;Cancelled;Cancelled;Cancelled;Rob;CLICKS;Clicks Olive Hand And Nail Cream 50ml;3000;Cancelled  ;;35;PBL;100;10;x;Cancelled;Cancelled;Cancelled;Cancelled;Cancelled;;;F/T B/O;Instructed to cancel;closed;Cancelled;;;;;;
10283;Cancelled;Cancelled;Cancelled;Cancelled;Rob;CLICKS;Clicks Olive Hand And Nail Cream 100ml;3000;Cancelled  ;;40;PBL;120;10;x;Cancelled;Cancelled;Cancelled;Cancelled;Cancelled;;;F/T B/O;;closed;Cancelled;;;;;;
10284;Cancelled;Cancelled;Cancelled;Cancelled;Natalie;KYRON LABORATORIES;Kyron Madaji Rich Milking Cream 75ml  ( On Hold 19/2/15);5500;MARK0022  ;;35;PBL;120;10;x;Cancelled;x;Cancelled;Cancelled;Cancelled;;;F/T B/O;Cancelled - Client has contract with another supplier.  Paid for a/w and trial;closed;Cancelled;;;;;;
10285;Cancelled;Cancelled;Cancelled;Cancelled;Natalie;KYRON LABORATORIES;Kyron Arnica Ice 100ml;13700;MARK0022  ;;40;PBL;120;10;x;Cancelled;x;Cancelled;Cancelled;Cancelled;;;F/T B/O;;closed;Cancelled;;;;;;
10289;Cancelled;Cancelled;112078/0;Cancelled;Trevor;BUSBY OILS NATAL;Order (a/w);13700;Cancelled  ;;25;PBL;65;4;x;x;x;Cancelled;Cancelled;Cancelled;;;A;Cancel. Job printed offset - Trevor confirmed;closed;Cancelled;;;;;;
10290;C40LTAMK000F;W00087079;126678/0;CLAM129AMK000W;Chris;Amka Products;Bump Patrol  Face and Head Wash 100ml;5600;-  ;x;40;PBL;120;10;x;x;x;x;3;x;0;;F/T B/O;;closed;New;2016/03/10;2016/08/16;2016/08/29;;;T2: Redid trial without lines T3: Client changed red to Pantone 193C
10291;C40LTBES001F;W00062856;112130/0;CLAM129BES001W;Rob;BE SAFE;Sunscreen 50ml;5600;-  ;x;40;PBL;90;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;1900/01/00;;
10292;C40LTBES000F;W00063780;112509/0;CLAM129BES001W;Rob;BE SAFE;Burneaze Tubes 100ml;181900;-  ;x;40;PBL;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;;;
10293;C25LTMRL001F;W00062839;112175/0;CLAM082MRL011W;Rob;MRL PRIVATE COLLECTION;Lotion For Him 30ml;5600;-  ;x;25;PBL;100;4;x;x;x;x;1;x;0;;A;;closed;New;;;;;;
10294;C25LTMRL000F;W00062838;112174/0;CLAM082MRL000W;Rob;MRL PRIVATE COLLECTION;Hand Cream Tubes 30ml;5600;-  ;x;25;PBL;100;4;x;x;x;x;1;x;0;;A;;closed;New;;;;;;
10300;C40LTSAV000F;W00063065;112292/0;CLAM129SAV000W;Natalie;SA VITAMINS;Skinteq Anti Cellulite Gel 150;5500;-  ;x;40;PBL;170;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;;;
10317;C25LTRGP000F;W00065093;112971/0;CLAM082RGP000W;Rob;INUKA;Inuka Luxury Lotion 20ml;5500;-  ;x;25;PBL;100;4;x;x;x;x;1;x;0;;A;;closed;New;;;;;;
10335;C25LTTIG004F;W00065403;113989/0;CLAM082TIG000W;Chris;TIGER BRANDS;Purity Kids Toothh Gel 20g;3000;-  ;x;25;ABL;80;4;x;x;x;x;1;x;0;;A;;closed;New;;;;;;
10347;Cancelled;Cancelled;Cancelled;Cancelled;Rob;Nature Fresh;Junior Toothpaste 75ml ( New ingredients);7800;Cancelled  ;;35;PBL;120;10;x;Cancelled;x;Cancelled;Cancelled;Cancelled;;;F/T B/O;Cancelled. Client sent through new job brief;closed;Cancelled;;;;;;
10348;C40LTNFR000F;W00064602;113299/0;CLAM129NFR000W;Rob;Nature Fresh;Aloe and Propolis Toothpaste100ml;15800;-  ;x;40;PBL;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/03/22;;;;;
10349;Cancelled;Cancelled;Cancelled;Cancelled;Rob;Nature Fresh;Order (a/w);10700;105888 105888 ;;40;PBL;120;10;x;Cancelled;Cancelled;Cancelled;Cancelled;Cancelled;;;F/T B/O;;closed;Cancelled;;;;;;
10350;C35LTNFR001F;W00064599;113297/0;CLAM113NFR001W;Rob;Nature Fresh;Aloe Skin Therapy Gel 75ml;5500;105888 105888 ;x;35;PBL;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;;;;;;
10351;C40LTNFR001F;W00064593;117276/0;CLAM129NFR001W;Rob;Nature Fresh;Herbal Anti Microbial Toothpaste 100ml;5900;105888 105888 ;x;40;PBL;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/03/22;;;;;
10364;C40LTBOT000F;W00065088;113262/0;CLAM129BOT000W;Linda;Brunational;Marula Regenerating Body Hydro-Serum150ml;5300;  ;x;40;ABL Silver;165;4;x;x;x;x;1;x;0;;A;;closed;New;;;;;;
10371;C35LTNFR002F;W00064596;113296/0;CLAM113NFR002W;Rob;Nature Fresh;First Aid Balm 75ml;15800;105888 105888 ;x;35;PBL;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/03/22;;;;;
10386;C40LTSKO000F;W00066395;114452/0;CLAM129SKO000W;Rob;Skoon Skin;Skoon Skin Tube 125ml ;15800;-  ;x;40;ABL;145;4;x;x;x;x;1;x;0;;0;;closed;New;;;;;;
10387;C35LTSKO001F;W00066391;114446/0;CLAM113SKO000W;Rob;Skoon Skin;Skoon Skin Tube 60ml;10500;-  ;x;35;ABL;110;2;x;x;x;x;1;x+U65:V73;0;;0;;closed;New;;;;;;Retrialed - copy not centred on panel 
10388;C35LTPEP000F;W00066285;114379/0;CLAM113PEP000W;Wayne;PEPPER TREE PACKAGING;Hand Sanitiser 50ml;10500;60315  ;x;35;PBL;100;10;x;x;x;x11/2;1;43518;0;;F/T B/O;;closed;New;;;;;;
10399;C40LTAVR024F;W00068408;115797/0;CLAM129AVR000W;Linda;Prime Products;Pure Cream Cocoa Butter Hand Cream 100ml;3000;55486  ;x;40;PBL;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/05/07;;;;;
10400;C40LTAVR032F;W00075616;120287/0;CLAM129AVR032W;Linda;Prime Products;Pure Cream Milk and Honey Hand Cream 100ml;3000;-  ;x;40;PBL;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/06/30;;;;;
10401;C40LTAVR025F;W00068413;115809/0;CLAM129AVR001W;Linda;Prime Products;Pure Cream Aloe Vera Hand Cream 100ml;3000;55486  ;x;40;PBL;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/05/10;;;;;
10411;C35LTSCE000F;W00067489;115256/0;CLAM113SCE000W;Rob;SCENT PACK;Tifgifts Mens Facial Wash 50ml;6700;-  ;x;35;ABL Silver;90;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/04/27;;;;;
10412;C35LTSCE001F;W00067495;115257/0;CLAM113SCE001W;Rob;SCENT PACK;Tifgifts Mens Aftershave Balm 50ml;10700;-  ;x;35;ABL Silver;90;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/04/27;;;;;
10414;C25LTMEN000F;W00067038;115025/0;CLAM082MEN000W;Rob;WRAPSA;Mentholatum Eskamel 20g;10700;-  ;x;25;ABL;90;6;x;x;x;x;1;x;0;;A;;closed;New;2015/04/15;;;;;
10415;C35LTSCE002F;W00067499;115258/0;CLAM113SCE002W;Rob;SCENT PACK;Tifgifts Mens Shower Gel 50ml;10200;-  ;x;35;ABL Silver;90;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/04/27;;;;;
10418;C35LTSCE003F;W00067503;115259/0;CLAM113SCE003W;Rob;SCENT PACK;Tifgifts Mens Shaving Gel 50ml;9300;-  ;x;35;ABL Silver;90;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/04/27;;;;;
10419;C35LTOLG002F;W00067295;115180/0;CLAM113OLG000W;Rob;Olgani;Olgani Natural 75ml C.O.D. (PD IN FULL);10300;OOLGA31/3  ;x;35;ABL;140;4;x;x;x;x;1;x;0;;A;;closed;New;2015/04/27;;;;;
10422;C35LTSPA006F;W00072688;118466/0;CLAM113SPA006W;Natalie;SPANJAARD;Copper Compound 100g;5600;-  ;x;35;ABL;140;6;x;x;x;x;1;x;0;;A;;closed;New;2015/08/05;2015/08/05;;;;T2 Trial - Client adjusted artwork 
10424;C25LTADV000F;W00065669;114149/0;CLAM082ADV000W;Natalie;ADVACOS;Cleansing Lotion 30ml  ( PD IN FULL);5700;MAIL DD26/04/2015  ;x;25;PBL;100;4;x;x;x;x;1;x;0;;A;;closed;New;2015/06/18;;;;;
10425;C25LTADV001F;W00065671;114150/0;CLAM082ADV001W;Natalie;ADVACOS;Complextion Revitalizing Serum 30ml  ;12700;MAIL DD29/04/2015  ;x;25;PBL;100;2;x;x;x;x;1;x;0;;A;;closed;New;2015/06/18;;;;;
10432;C25LTSEN000F;W00065727;114194/0;CLAM082SEN000W;Trevor;SENSEB DESIGN;Hardener Paste Tube;12700;OON205-100  OON205-100;x;25;PBL;80;6;x;x;x;x;1;x;0;;A;;closed;New;;;;;;
10449;C35LTCAT002F;W00065762;114197/0;CLAM113CAT002W;Mark;Catwalk;Magnolia 50ml F/Seal;12700;-  ;x;35;PBL;105;6;x;x;x;x;1;x;0;;A;;closed;New;;;;;;
10465;C40LTREI001F;W00066377;114430/0;CLAM129REI001W;Trevor;Reitzer Pharm.;Pure Infant Nappy Cream 100ml ;5200;239502  ;x;40;PBL;135;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/03/23;2015/03/24;;;;Re-trialed - adj. lighter panel
10467;C35LTSAA004F;W00066374;114429/0;CLAM113SAA004W;Trevor;Saradox;Good Stuff Moisture Blast 75ml;10500;-  ;x;35;PBL;125;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/03/30;;;;;
10469;Cancelled;Cancelled;Cancelled;Cancelled;Wayne;Fulvimed;Topical Gel 50ml;10500;Cancelled  ;;35;PBL;110;2;x;Cancelled;Cancelled;Cancelled;Cancelled;Cancelled;;;A;Cancelled. Duplicate bag opened (10588);closed;Cancelled;;;;;;
10492;C35LTINC000F;W00066721;114776/0;CLAM113INC000W;Linda;Inco Labs;Everysun Kids-Boys Sunscreen Lot SPF50 50ml;10500;114797  ;x;35;PBL;90;10;x;x;x;x;2;x;0;;F/T B/O;;closed;New;2015/04/12;2016/05/19;;;;
10493;C35LTINC001F;W00066718;114771/0;CLAM113INC001W;Linda;Inco Labs;Everysun Waterbabies Sunscreen Lotion SPF50 50ml;3500;114799  ;x;35;PBL;90;10;x;x;x;x;2;x;0;;F/T B/O;;closed;New;2015/04/12;2016/05/19;;;;
10494;C35LTINC002F;W00066719;114773/0;CLAM113INC001W;Linda;Inco Labs;Everysun Kids  Girls Sunscreen Lotion SPF50 50ml;3500;114798  ;x;35;PBL;90;10;x;x;x;x;2;x;0;;F/T B/O;;closed;New;2015/04/12;2016/05/19;;;;
10504;C35LTBRI000F;W00068056;115479/0;CLAM113BRI000W;Trevor;Canway;Creamy Caress Hand and Body Cream 75ml;5600;001  ;x;35;PBL;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/04/12;2015/05/05;2015/06/30;;;T2: Changed colour of heading T3: Rework back copy
10506;C40LTBRI000F;W00072948;118434/0;CLAM129BRI000W;Trevor;Canway;Creamy Caress Hand and Body Cream 140ml;5600;001  ;x;40;PBL;165;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/08/28;2015/08/21;;;;T2 Trial - Client adjusted artwork on back  for next print run
10508;C40LTLAS000F;W00067288;115112/0;CLAM129LAS000W;Rob;The Lash Collection;Eyelid Cleanser 50ml C.O.D. (PD IN FULL);5600;JACQUI26/3  ;x;40;PBL;100;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/04/14;2015/04/20;;;;
10509;C35LTCAT003F;W00066823;114858/0;CLAM113CAT003W;Mark K;Catwalk;Pink Blossom 75ml;5600;105153  ;x;35;PBL;125;6;x;x;x;x;1;x;0;;A;;closed;New;2015/04/07;;;;;
10510;C25LTRGP001F;W00067291;115158/0;CLAM082RGP001W;Rob;InukA;Inuka Luxury Lotion 20ml;5600;-  ;x;25;PBL;100;4;x;x;x;x;1;x;0;;A;;closed;New;2015/04/14;;;;;
10511;C25LTRGP002F;W00067293;115159/0;CLAM082RGP002W;Rob;InukA;Inuka Luxury Body Wash 20ml;250;-  ;x;25;PBL;100;4;x;x;x;x;1;x;0;;A;;closed;New;2015/04/14;;;;;
10512;C35LTGER000F;W00067620;115110/0;CLAM113GER000W;Wayne;Khnene Coatings;Muffler Paste 190g ;5500;MP190  ;x;35;PBL;165;6;x;x;x;x;1;x;0;;A;;closed;New;2015/04/06;2015/04/14;;;;
10517;C35LTACT000F;W00068142;115536/0;CLAM113ACT000W;Nicole;Active Skincare;Active Stem Cell 50ml  C.O.D.( PD IN FULL);5500;PO000001  ;x;35;ABL Silver;90;4;x;x;x;x;1;x;0;;A;;closed;New;2015/04/27;2015/05/07;;;;Client moved position of body copy
10518;C40LTAVR031F;W00074107;119462/0;CLAM129AVR031W;Linda;Prime Products;P/Feet Marine Serum Moisturising Foot Lotion 125ml;250;8631  ;x;40;PBL;140;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/07/03;;;;;
10519;C40LTAVR027F;W00071642;117833/0;CLAM129AVR027W;Linda;Prime Products;P/Feet Marine Serum Intensive Heel Cream 50ml;3000;-  ;x;40;PBL;90;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/07/03;;;;;
10522;C35LTCAT004F;W0067234;115051/0;CLAM113CAT004W;Mark K;Catwalk;Magnolia Hand & Nail Cream 75ml (Digital);10500;-  ;x;35;PBL;125;6;x;x;x;x;1;x;0;;A;;closed;New;2015/04/06;;;;;
10523;C35LTPSN0005F;W00068367;115855/0;CLAM113PSN000W;Nicole;Nativa;Jointeze Warming Gel 50ml;105000;30444  PO30444;x;35;ABL;120;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/04/15;;;;;
10530;Cancelled;Cancelled;Cancelled;Cancelled;Linda;Prime Products;P/Feet P/Mint Oil Int Heel Soft Crm 100ml;41000;56077  ;;40;PBL;120;10;x;x;x;Cancelled;Cancelled;Cancelled;;;F/T B/O;;closed;Cancelled;2015/07/03;;;;;
10532;C40LTAVR026F;W00071408;117460/0;CLAM129AVR026W;Linda;Prime Products;P/Feet P/Mint Oil Moist Foot Lot 125ml;5700;-  ;x;40;PBL;140;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/07/14;;;;;
10531;C40LTAVR029F;W00072083;118220/0;CLAM129AVR029W;Linda;Prime Products;P/Feet P/Mint Oil Rough Skin Remover 125ml;3000;56077  ;x;40;PBL;140;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/07/14;;;;;
10533;C40LTAVR030F;W00072039;118241/0;CLAM129AVR030W;Linda;Prime Products;P/Feet P/Mint Oil Int Heel Soft Crm 50ml;5600;56077  ;x;40;PBL;90;10;x;x;x;x;1;x;0;;F/T B/O;;closed;New;2015/07/10;;;;;
